user_id,activity_minute,activity_date,calories,steps,intensity,mets,avg_hr,min_hr,max_hr,sleep_stage,hour_of_day,minute_of_day
1503960366,4/12/2016 1:03:00,4/12/2016,2.674099922,34,1,34,,,,,1,63
1503960366,4/12/2016 1:04:00,4/12/2016,2.359499931,23,1,30,,,,,1,64
1503960366,4/12/2016 1:05:00,4/12/2016,0.9437999725,0,0,12,,,,,1,65
1503960366,4/12/2016 1:06:00,4/12/2016,0.7864999771,0,0,10,,,,,1,66
1503960366,4/12/2016 1:07:00,4/12/2016,0.7864999771,0,0,10,,,,,1,67
1503960366,4/12/2016 1:08:00,4/12/2016,0.7864999771,0,0,10,,,,,1,68
1503960366,4/12/2016 1:09:00,4/12/2016,0.7864999771,0,0,10,,,,,1,69
1503960366,4/12/2016 1:10:00,4/12/2016,0.7864999771,0,0,10,,,,,1,70
1503960366,4/12/2016 1:11:00,4/12/2016,0.9437999725,0,0,12,,,,,1,71
1503960366,4/12/2016 1:12:00,4/12/2016,0.9437999725,0,0,12,,,,,1,72
1503960366,4/12/2016 1:13:00,4/12/2016,0.9437999725,0,0,12,,,,,1,73
1503960366,4/12/2016 1:14:00,4/12/2016,2.202199936,15,1,28,,,,,1,74
1503960366,4/12/2016 1:15:00,4/12/2016,2.04489994,12,1,26,,,,,1,75
1503960366,4/12/2016 1:16:00,4/12/2016,0.9437999725,0,0,12,,,,,1,76
1503960366,4/12/2016 1:17:00,4/12/2016,0.9437999725,0,0,12,,,,,1,77
1503960366,4/12/2016 1:18:00,4/12/2016,0.9437999725,0,0,12,,,,,1,78
1503960366,4/12/2016 1:19:00,4/12/2016,2.516799927,26,1,32,,,,,1,79
1503960366,4/12/2016 1:20:00,4/12/2016,1.887599945,5,1,24,,,,,1,80
1503960366,4/12/2016 1:21:00,4/12/2016,0.7864999771,0,0,10,,,,,1,81
1503960366,4/12/2016 1:22:00,4/12/2016,0.7864999771,0,0,10,,,,,1,82
1503960366,4/12/2016 1:23:00,4/12/2016,0.7864999771,0,0,10,,,,,1,83
1503960366,4/12/2016 1:24:00,4/12/2016,0.7864999771,0,0,10,,,,,1,84
1503960366,4/12/2016 1:25:00,4/12/2016,0.7864999771,0,0,10,,,,,1,85
1503960366,4/12/2016 1:26:00,4/12/2016,0.7864999771,0,0,10,,,,,1,86
1503960366,4/12/2016 1:27:00,4/12/2016,0.7864999771,0,0,10,,,,,1,87
1503960366,4/12/2016 1:28:00,4/12/2016,0.7864999771,0,0,10,,,,,1,88
1503960366,4/12/2016 1:29:00,4/12/2016,0.7864999771,0,0,10,,,,,1,89
1503960366,4/12/2016 1:30:00,4/12/2016,0.7864999771,0,0,10,,,,,1,90
1503960366,4/12/2016 1:31:00,4/12/2016,0.7864999771,0,0,10,,,,,1,91
1503960366,4/12/2016 1:32:00,4/12/2016,0.7864999771,0,0,10,,,,,1,92
1503960366,4/12/2016 1:33:00,4/12/2016,0.7864999771,0,0,10,,,,,1,93
1503960366,4/12/2016 1:34:00,4/12/2016,0.7864999771,0,0,10,,,,,1,94
1503960366,4/12/2016 1:35:00,4/12/2016,0.7864999771,0,0,10,,,,,1,95
1503960366,4/12/2016 1:36:00,4/12/2016,0.7864999771,0,0,10,,,,,1,96
1503960366,4/12/2016 1:37:00,4/12/2016,0.7864999771,0,0,10,,,,,1,97
1503960366,4/12/2016 1:38:00,4/12/2016,0.7864999771,0,0,10,,,,,1,98
1503960366,4/12/2016 1:39:00,4/12/2016,0.7864999771,0,0,10,,,,,1,99
1503960366,4/12/2016 1:40:00,4/12/2016,0.7864999771,0,0,10,,,,,1,100
1503960366,4/12/2016 1:41:00,4/12/2016,0.7864999771,0,0,10,,,,,1,101
1503960366,4/12/2016 1:42:00,4/12/2016,0.7864999771,0,0,10,,,,,1,102
1503960366,4/12/2016 1:43:00,4/12/2016,0.7864999771,0,0,10,,,,,1,103
1503960366,4/12/2016 1:44:00,4/12/2016,0.7864999771,0,0,10,,,,,1,104
1503960366,4/12/2016 1:45:00,4/12/2016,0.7864999771,0,0,10,,,,,1,105
1503960366,4/12/2016 1:46:00,4/12/2016,0.7864999771,0,0,10,,,,,1,106
1503960366,4/12/2016 1:47:00,4/12/2016,0.7864999771,0,0,10,,,,,1,107
1503960366,4/12/2016 1:48:00,4/12/2016,0.7864999771,0,0,10,,,,,1,108
1503960366,4/12/2016 1:49:00,4/12/2016,0.7864999771,0,0,10,,,,,1,109
1503960366,4/12/2016 1:50:00,4/12/2016,0.7864999771,0,0,10,,,,,1,110
1503960366,4/12/2016 1:51:00,4/12/2016,0.7864999771,0,0,10,,,,,1,111
1503960366,4/12/2016 1:52:00,4/12/2016,0.7864999771,0,0,10,,,,,1,112
1503960366,4/12/2016 1:53:00,4/12/2016,0.7864999771,0,0,10,,,,,1,113
1503960366,4/12/2016 1:54:00,4/12/2016,0.7864999771,0,0,10,,,,,1,114
1503960366,4/12/2016 1:55:00,4/12/2016,0.7864999771,0,0,10,,,,,1,115
1503960366,4/12/2016 1:56:00,4/12/2016,0.7864999771,0,0,10,,,,,1,116
1503960366,4/12/2016 1:57:00,4/12/2016,0.7864999771,0,0,10,,,,,1,117
1503960366,4/12/2016 1:58:00,4/12/2016,0.7864999771,0,0,10,,,,,1,118
1503960366,4/12/2016 1:59:00,4/12/2016,0.7864999771,0,0,10,,,,,1,119
1503960366,4/12/2016 2:00:00,4/12/2016,0.7864999771,0,0,10,,,,,2,120
1503960366,4/12/2016 2:01:00,4/12/2016,0.7864999771,0,0,10,,,,,2,121
1503960366,4/12/2016 2:02:00,4/12/2016,0.7864999771,0,0,10,,,,,2,122
1503960366,4/12/2016 2:03:00,4/12/2016,0.7864999771,0,0,10,,,,,2,123
1503960366,4/12/2016 2:04:00,4/12/2016,0.7864999771,0,0,10,,,,,2,124
1503960366,4/12/2016 2:05:00,4/12/2016,0.7864999771,0,0,10,,,,,2,125
1503960366,4/12/2016 2:06:00,4/12/2016,0.7864999771,0,0,10,,,,,2,126
1503960366,4/12/2016 2:07:00,4/12/2016,0.7864999771,0,0,10,,,,,2,127
1503960366,4/12/2016 2:08:00,4/12/2016,0.7864999771,0,0,10,,,,,2,128
1503960366,4/12/2016 2:09:00,4/12/2016,0.7864999771,0,0,10,,,,,2,129
1503960366,4/12/2016 2:10:00,4/12/2016,0.7864999771,0,0,10,,,,,2,130
1503960366,4/12/2016 2:11:00,4/12/2016,0.7864999771,0,0,10,,,,,2,131
1503960366,4/12/2016 2:12:00,4/12/2016,0.7864999771,0,0,10,,,,,2,132
1503960366,4/12/2016 2:13:00,4/12/2016,0.7864999771,0,0,10,,,,,2,133
1503960366,4/12/2016 2:14:00,4/12/2016,0.7864999771,0,0,10,,,,,2,134
1503960366,4/12/2016 2:15:00,4/12/2016,0.7864999771,0,0,10,,,,,2,135
1503960366,4/12/2016 2:16:00,4/12/2016,0.7864999771,0,0,10,,,,,2,136
1503960366,4/12/2016 2:17:00,4/12/2016,0.7864999771,0,0,10,,,,,2,137
1503960366,4/12/2016 2:18:00,4/12/2016,0.7864999771,0,0,10,,,,,2,138
1503960366,4/12/2016 2:19:00,4/12/2016,0.7864999771,0,0,10,,,,,2,139
1503960366,4/12/2016 2:20:00,4/12/2016,0.7864999771,0,0,10,,,,,2,140
1503960366,4/12/2016 2:21:00,4/12/2016,0.7864999771,0,0,10,,,,,2,141
1503960366,4/12/2016 2:22:00,4/12/2016,0.7864999771,0,0,10,,,,,2,142
1503960366,4/12/2016 2:23:00,4/12/2016,0.7864999771,0,0,10,,,,,2,143
1503960366,4/12/2016 2:24:00,4/12/2016,0.7864999771,0,0,10,,,,,2,144
1503960366,4/12/2016 2:25:00,4/12/2016,0.7864999771,0,0,10,,,,,2,145
1503960366,4/12/2016 2:26:00,4/12/2016,0.7864999771,0,0,10,,,,,2,146
1503960366,4/12/2016 2:27:00,4/12/2016,0.7864999771,0,0,10,,,,,2,147
1503960366,4/12/2016 2:28:00,4/12/2016,0.7864999771,0,0,10,,,,,2,148
1503960366,4/12/2016 2:29:00,4/12/2016,0.7864999771,0,0,10,,,,,2,149
1503960366,4/12/2016 2:30:00,4/12/2016,0.7864999771,0,0,10,,,,,2,150
1503960366,4/12/2016 2:31:00,4/12/2016,0.7864999771,0,0,10,,,,,2,151
1503960366,4/12/2016 2:32:00,4/12/2016,0.7864999771,0,0,10,,,,,2,152
1503960366,4/12/2016 2:33:00,4/12/2016,0.7864999771,0,0,10,,,,,2,153
1503960366,4/12/2016 2:34:00,4/12/2016,0.7864999771,0,0,10,,,,,2,154
1503960366,4/12/2016 2:35:00,4/12/2016,0.7864999771,0,0,10,,,,,2,155
1503960366,4/12/2016 2:36:00,4/12/2016,2.359499931,25,1,30,,,,,2,156
1503960366,4/12/2016 2:37:00,4/12/2016,2.359499931,24,1,30,,,,,2,157
1503960366,4/12/2016 2:38:00,4/12/2016,2.04489994,7,1,26,,,,,2,158
1503960366,4/12/2016 2:39:00,4/12/2016,2.359499931,22,1,30,,,,,2,159
1503960366,4/12/2016 2:40:00,4/12/2016,0.9437999725,0,0,12,,,,,2,160
1503960366,4/12/2016 2:41:00,4/12/2016,0.7864999771,0,0,10,,,,,2,161
1503960366,4/12/2016 2:42:00,4/12/2016,0.7864999771,0,0,10,,,,,2,162
1503960366,4/12/2016 2:43:00,4/12/2016,0.7864999771,0,0,10,,,,,2,163
1503960366,4/12/2016 2:44:00,4/12/2016,0.7864999771,0,0,10,,,,,2,164
1503960366,4/12/2016 2:45:00,4/12/2016,0.9437999725,0,0,12,,,,,2,165
1503960366,4/12/2016 2:46:00,4/12/2016,0.7864999771,0,0,10,,,,,2,166
1503960366,4/12/2016 2:47:00,4/12/2016,0.9437999725,0,0,12,,,,3,2,167
1503960366,4/12/2016 2:48:00,4/12/2016,0.7864999771,0,0,10,,,,2,2,168
1503960366,4/12/2016 2:49:00,4/12/2016,0.7864999771,0,0,10,,,,1,2,169
1503960366,4/12/2016 2:50:00,4/12/2016,0.7864999771,0,0,10,,,,1,2,170
1503960366,4/12/2016 2:51:00,4/12/2016,0.7864999771,0,0,10,,,,1,2,171
1503960366,4/12/2016 2:52:00,4/12/2016,0.7864999771,0,0,10,,,,1,2,172
1503960366,4/12/2016 2:53:00,4/12/2016,0.7864999771,0,0,10,,,,1,2,173
1503960366,4/12/2016 2:54:00,4/12/2016,0.7864999771,0,0,10,,,,2,2,174
1503960366,4/12/2016 2:55:00,4/12/2016,2.359499931,20,1,30,,,,2,2,175
1503960366,4/12/2016 2:56:00,4/12/2016,0.9437999725,0,0,12,,,,2,2,176
1503960366,4/12/2016 2:57:00,4/12/2016,2.831399918,39,1,36,,,,3,2,177
1503960366,4/12/2016 2:58:00,4/12/2016,2.202199936,14,1,28,,,,3,2,178
1503960366,4/12/2016 2:59:00,4/12/2016,0.7864999771,0,0,10,,,,3,2,179
1503960366,4/12/2016 3:00:00,4/12/2016,0.7864999771,0,0,10,,,,3,3,180
1503960366,4/12/2016 3:01:00,4/12/2016,0.7864999771,0,0,10,,,,3,3,181
1503960366,4/12/2016 3:02:00,4/12/2016,0.7864999771,0,0,10,,,,2,3,182
1503960366,4/12/2016 3:03:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,183
1503960366,4/12/2016 3:04:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,184
1503960366,4/12/2016 3:05:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,185
1503960366,4/12/2016 3:06:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,186
1503960366,4/12/2016 3:07:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,187
1503960366,4/12/2016 3:08:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,188
1503960366,4/12/2016 3:09:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,189
1503960366,4/12/2016 3:10:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,190
1503960366,4/12/2016 3:11:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,191
1503960366,4/12/2016 3:12:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,192
1503960366,4/12/2016 3:13:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,193
1503960366,4/12/2016 3:14:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,194
1503960366,4/12/2016 3:15:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,195
1503960366,4/12/2016 3:16:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,196
1503960366,4/12/2016 3:17:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,197
1503960366,4/12/2016 3:18:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,198
1503960366,4/12/2016 3:19:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,199
1503960366,4/12/2016 3:20:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,200
1503960366,4/12/2016 3:21:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,201
1503960366,4/12/2016 3:22:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,202
1503960366,4/12/2016 3:23:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,203
1503960366,4/12/2016 3:24:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,204
1503960366,4/12/2016 3:25:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,205
1503960366,4/12/2016 3:26:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,206
1503960366,4/12/2016 3:27:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,207
1503960366,4/12/2016 3:28:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,208
1503960366,4/12/2016 3:29:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,209
1503960366,4/12/2016 3:30:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,210
1503960366,4/12/2016 3:31:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,211
1503960366,4/12/2016 3:32:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,212
1503960366,4/12/2016 3:33:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,213
1503960366,4/12/2016 3:34:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,214
1503960366,4/12/2016 3:35:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,215
1503960366,4/12/2016 3:36:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,216
1503960366,4/12/2016 3:37:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,217
1503960366,4/12/2016 3:38:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,218
1503960366,4/12/2016 3:39:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,219
1503960366,4/12/2016 3:40:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,220
1503960366,4/12/2016 3:41:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,221
1503960366,4/12/2016 3:42:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,222
1503960366,4/12/2016 3:43:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,223
1503960366,4/12/2016 3:44:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,224
1503960366,4/12/2016 3:45:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,225
1503960366,4/12/2016 3:46:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,226
1503960366,4/12/2016 3:47:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,227
1503960366,4/12/2016 3:48:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,228
1503960366,4/12/2016 3:49:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,229
1503960366,4/12/2016 3:50:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,230
1503960366,4/12/2016 3:51:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,231
1503960366,4/12/2016 3:52:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,232
1503960366,4/12/2016 3:53:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,233
1503960366,4/12/2016 3:54:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,234
1503960366,4/12/2016 3:55:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,235
1503960366,4/12/2016 3:56:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,236
1503960366,4/12/2016 3:57:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,237
1503960366,4/12/2016 3:58:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,238
1503960366,4/12/2016 3:59:00,4/12/2016,0.7864999771,0,0,10,,,,1,3,239
1503960366,4/12/2016 4:00:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,240
1503960366,4/12/2016 4:01:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,241
1503960366,4/12/2016 4:02:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,242
1503960366,4/12/2016 4:03:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,243
1503960366,4/12/2016 4:04:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,244
1503960366,4/12/2016 4:05:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,245
1503960366,4/12/2016 4:06:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,246
1503960366,4/12/2016 4:07:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,247
1503960366,4/12/2016 4:08:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,248
1503960366,4/12/2016 4:09:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,249
1503960366,4/12/2016 4:10:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,250
1503960366,4/12/2016 4:11:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,251
1503960366,4/12/2016 4:12:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,252
1503960366,4/12/2016 4:13:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,253
1503960366,4/12/2016 4:14:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,254
1503960366,4/12/2016 4:15:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,255
1503960366,4/12/2016 4:16:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,256
1503960366,4/12/2016 4:17:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,257
1503960366,4/12/2016 4:18:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,258
1503960366,4/12/2016 4:19:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,259
1503960366,4/12/2016 4:20:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,260
1503960366,4/12/2016 4:21:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,261
1503960366,4/12/2016 4:22:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,262
1503960366,4/12/2016 4:23:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,263
1503960366,4/12/2016 4:24:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,264
1503960366,4/12/2016 4:25:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,265
1503960366,4/12/2016 4:26:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,266
1503960366,4/12/2016 4:27:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,267
1503960366,4/12/2016 4:28:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,268
1503960366,4/12/2016 4:29:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,269
1503960366,4/12/2016 4:30:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,270
1503960366,4/12/2016 4:31:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,271
1503960366,4/12/2016 4:32:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,272
1503960366,4/12/2016 4:33:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,273
1503960366,4/12/2016 4:34:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,274
1503960366,4/12/2016 4:35:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,275
1503960366,4/12/2016 4:36:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,276
1503960366,4/12/2016 4:37:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,277
1503960366,4/12/2016 4:38:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,278
1503960366,4/12/2016 4:39:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,279
1503960366,4/12/2016 4:40:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,280
1503960366,4/12/2016 4:41:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,281
1503960366,4/12/2016 4:42:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,282
1503960366,4/12/2016 4:43:00,4/12/2016,0.9437999725,0,0,12,,,,1,4,283
1503960366,4/12/2016 4:44:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,284
1503960366,4/12/2016 4:45:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,285
1503960366,4/12/2016 4:46:00,4/12/2016,0.7864999771,0,0,10,,,,2,4,286
1503960366,4/12/2016 4:47:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,287
1503960366,4/12/2016 4:48:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,288
1503960366,4/12/2016 4:49:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,289
1503960366,4/12/2016 4:50:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,290
1503960366,4/12/2016 4:51:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,291
1503960366,4/12/2016 4:52:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,292
1503960366,4/12/2016 4:53:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,293
1503960366,4/12/2016 4:54:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,294
1503960366,4/12/2016 4:55:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,295
1503960366,4/12/2016 4:56:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,296
1503960366,4/12/2016 4:57:00,4/12/2016,0.7864999771,0,0,10,,,,1,4,297
1503960366,4/12/2016 4:58:00,4/12/2016,0.9437999725,0,0,12,,,,1,4,298
