user_id,days_tracked,avg_daily_steps,avg_daily_distance,avg_daily_calories,avg_very_active_minutes,avg_fairly_active_minutes,avg_lightly_active_minutes,avg_sedentary_minutes,sleep_sessions,avg_minutes_asleep,avg_time_in_bed,avg_sleep_efficiency,avg_stage1_pct,avg_stage2_pct,avg_stage3_pct,avg_hourly_steps,avg_hourly_calories,avg_hourly_intensity,avg_minute_steps,avg_minute_calories,avg_minute_intensity,total_minuteWide_records,avg_minuteWide_steps,avg_minuteWide_calories,avg_minuteWide_intensity,avg_sleep_duration_hours,avg_sleep_quality_score,sleep_to_activity_ratio,activity_balance_score,per_user_sleep_efficiency_consistency
7007744171,26,11323.42308,8.015384591,2544,31.03846154,16.26923077,280.7307692,1055.346154,1,79,82,0.9634146341,1,0.03797468354,0,489.8652246,110.031614,0.2479201331,8.16442041,1.833056764,0.2930116473,3456,8.164641204,1.836006491,0.2881944444,1.316666667,0.3780487805,6.976688892,0.310834943,
1844505072,31,2580.064516,1.706129037,1573.483871,0.1290322581,1.290322581,115.4516129,1206.612903,2,683,961,0.7107180021,1,0.1869139382,0.1041275959,109.3597811,66.59507524,0.0341997264,1.822663019,1.111422166,0.08369813041,3488,2.531536697,1.178799595,0.1175458716,11.38333333,0.2680818396,264.7220625,0.09685870873,0.05739264197
8053475328,31,14763.29032,11.4751612,2945.806452,85.16129032,9.580645161,150.9677419,1148,2,408.5,415,0.9839985314,1,0.005625800356,0.01063928984,622.3986395,124.2312925,0.2734693878,10.37331066,2.070390659,0.2991609977,3520,10.69829545,2.112153885,0.3150568182,6.808333333,0.3946548348,27.66998352,0.2140328201,0.002549382524
1644430081,30,7282.966667,5.295333354,2811.3,9.566666667,21.36666667,178.4666667,1161.866667,2,121.5,134.5,0.9051236553,1,0.09409731635,0.01209677419,307.8064972,118.8206215,0.1200564972,5.130108286,1.982551469,0.1753295669,3456,5.58130787,2.022477195,0.1837384259,2.025,0.3479129029,16.68276206,0.1802272206,0.04509109451
4558609924,31,7685.129032,5.080645177,2033.258065,10.38709677,13.70967742,284.9677419,1093.612903,3,133.3333333,145.6666667,0.9087516537,0.6454323511,0.03400356339,0.01970000514,323.2459239,85.66032609,0.1644021739,5.387432065,1.426141146,0.2408288043,3456,6.342013889,1.482887177,0.2679398148,2.222222222,0.4240445241,17.34952436,0.2826086957,0.05289184822
6775888955,26,2519.692308,1.813461516,2131.769231,11,14.80769231,40.15384615,1299.423077,3,349.6666667,369,0.9420280048,1,0.04499626143,0.02184977599,107.1655738,91.06721311,0.06557377049,1.786092896,1.513978006,0.07289617486,3456,2.362268519,1.571563535,0.0931712963,5.827777778,0.3739567133,138.773558,0.05076217256,0.03312303621
1927972279,31,916.1290323,0.6345161232,2172.806452,1.322580645,0.7741935484,38.58064516,1317.419355,4,333.75,353.5,0.9418246448,0.8781347795,0.04687834826,0.004396984925,38.58695652,91.50407609,0.01494565217,0.643115942,1.524635821,0.03095561594,3528,0.2675736961,1.485898365,0.01729024943,5.5625,0.3912266249,364.3045775,0.03087659158,0.008026234194
8792009665,29,1853.724138,1.186551717,1962.310345,0.9655172414,4.034482759,91.79310345,1060.482759,10,420.4,435.6,0.9646380991,1,0.03207777496,0.004747904355,79.98511905,84.43452381,0.03571428571,1.333085317,1.410320131,0.07390873016,3456,1.650173611,1.46248182,0.08767361111,7.006666667,0.3806820212,226.7867108,0.09127267998,0.01293545742
6117666160,28,7046.714286,5.342142914,2261.142857,1.571428571,2.035714286,288.3571429,796.2857143,12,459.6666667,488.5833333,0.9424479138,1.01710284,0.05009850596,0.009950440117,281.3227273,91.75454545,0.2045454545,4.688712121,1.530891484,0.2090151515,3456,5.269097222,1.580150958,0.2242476852,7.661111111,0.3660283563,65.23134727,0.3666576964,0.02632013013
7086361926,31,9371.774194,6.388064508,2566.354839,42.58064516,25.35483871,143.8387097,850.4516129,13,461.6923077,473.6153846,0.9746426105,0.9792531992,0.02009511148,0.004151777089,392.2278308,108.2414734,0.1568894952,6.537130514,1.80380579,0.2260572988,3456,5.505208333,1.748928414,0.2158564815,7.694871795,0.3905956373,49.26413059,0.2490138067,0.01417384848
1503960366,31,12116.74194,7.809677386,1816.419355,38.70967742,19.16129032,219.9354839,848.1612903,14,374.9285714,399.3571429,0.9341180674,1.003457383,0.06237088787,0.009546007779,522.3793584,78.50348675,0.1882845188,8.706322641,1.308458143,0.269502557,3456,8.408854167,1.298339416,0.2575231481,6.248809524,0.3635977669,30.94301863,0.3275396493,0.03295221108
4388161847,31,10813.93548,8.393225893,3093.870968,23.16129032,20.35483871,229.3548387,836.6774194,14,395.8571429,420.0714286,0.9443741368,1.0868511,0.05402862012,0.009303848215,435.0544218,128.1183673,0.1578231293,7.250907029,2.135878484,0.2385260771,3456,8.873842593,2.272108703,0.2690972222,6.597619048,0.3529758014,36.60620534,0.3261364074,0.02448803945
4445114986,31,4796.548387,3.24580644,2186.193548,6.612903226,1.741935484,209.0967742,829.9032258,15,347.9333333,377.8666667,0.9231241423,1.000203252,0.06723107883,0.01664029796,202.1061224,92.13741497,0.06258503401,3.373010459,1.535782078,0.1633015007,3512,3.023063781,1.516757991,0.1554669704,5.798888889,0.3604899541,72.53827237,0.2620204454,0.02609653785
2347167796,18,9519.666667,6.355555536,2043.444444,13.5,20.55555556,252.5,687.1666667,15,446.8,491.3333333,0.9103703669,0.959591291,0.08983732256,0.006381868844,413.8574879,88.7173913,0.1618357488,6.897624799,1.478669383,0.2420289855,3120,6.524679487,1.456302023,0.2368589744,7.446666667,0.3568567095,46.93441647,0.4170102676,0.03013157057
4319703577,31,7268.83871,4.892258047,2037.677419,3.580645161,12.32258065,228.7741935,735.8064516,16,471.5625,494.5625,0.9501313012,1.06394764,0.04715374101,0.009788191816,289.3149171,85.50276243,0.1408839779,4.821915285,1.423377665,0.1885128913,3456,4.843171296,1.417510276,0.1863425926,7.859375,0.3612045295,64.8745307,0.3325295923,0.01910162829
2026352035,31,5566.870968,3.454838715,1540.645161,0.09677419355,0.2580645161,256.6451613,689.4193548,16,511.4375,547.6875,0.9334024576,0.9639892209,0.05719478431,0.006918792747,233.7880435,64.91168478,0.09510869565,3.896467391,1.080244714,0.1802083333,3528,3.620464853,1.058600286,0.1638321995,8.523958333,0.3700111475,91.87162824,0.3727774658,0.02195225779
4702921684,31,8572.064516,6.955161283,2965.548387,5.129032258,26.03225806,237.483871,766.4193548,17,421.2352941,439.3529412,0.9589225299,0.9885722186,0.04036872489,0.001479540428,363.2818057,125.7058824,0.1504787962,6.054696762,2.095438411,0.2155266758,3504,5.292237443,2.02964089,0.1972031963,7.020588235,0.3782308904,49.14047174,0.350519803,0.01882431537
5577150313,30,8304.433333,6.213333305,3359.633333,87.33333333,29.83333333,147.9333333,754.4333333,18,432.7222222,460.7777778,0.9402013792,0.997921446,0.05393499137,0.01089588255,351.0155367,142.3954802,0.2711864407,5.850258945,2.373142657,0.3315913371,3456,7.571469907,2.625058144,0.4184027778,7.212037037,0.3688948914,52.10737504,0.3513895639,0.02140225014
6962181067,31,9794.806452,6.585806478,1982.032258,22.80645161,18.51612903,245.8064516,662.3225806,18,451.8888889,468.5,0.9664807309,1.001459034,0.03079123301,0.004767494872,414.7827869,83.96311475,0.1994535519,6.913046448,1.39932518,0.247928051,3520,7.104545455,1.411217177,0.25,7.531481481,0.3815036297,46.13556083,0.4335184103,0.0254280486
3977333714,30,10984.56667,7.516999944,1513.666667,18.9,61.26666667,174.7666667,707.5333333,18,298.9444444,458.5555556,0.6468449124,1.011017346,0.5688831976,0.01284440097,471.6149425,65.08908046,0.1867816092,7.860249042,1.085774165,0.2538074713,3496,7.32923341,1.067999499,0.2345537757,4.982407407,0.1910412386,27.21495108,0.3603128239,0.0790863945
8378563200,31,8717.709677,6.913548462,3436.580645,58.67741935,10.25806452,156.0967742,716.1290323,18,473.1111111,514.6666667,0.9211345849,0.9913096633,0.07225253175,0.01233312491,366.9455782,144.7986395,0.1619047619,6.12148704,2.414049021,0.2479990905,3512,6.755410023,2.414552876,0.2488610478,7.885185185,0.3593520683,54.2701155,0.3142342342,0.03283104198
5553957443,31,8612.580645,5.63967745,1875.677419,23.41935484,13,206.1935484,668.3548387,18,470.4444444,516,0.9096897572,1.00094877,0.09152561546,0.009146174008,365.6246575,79.63561644,0.1383561644,6.093744292,1.327167221,0.2140639269,3456,6.021412037,1.321335292,0.2028356481,7.840740741,0.3492825699,54.62293636,0.3630001448,0.03390744324
