user_id,activity_date,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories_activity,calories_calories,total_sleep_records,total_minutes_asleep,total_time_in_bed,weight_kg,bmi,fat_percent,is_manual_report,avg_hr,min_hr,max_hr,total_calories_minute,total_steps_minute,total_intensity_minute,total_mets_minute,minutes_stage1,minutes_stage2,minutes_stage3
1624580081,4/21/2016,6349,4.130000114,4.130000114,0,0,0,4.110000134,0.01999999955,0,0,186,1254,1467,1467,,,,,,,,,,,1466.714966,6349,186,17650,,,
1624580081,4/22/2016,4026,2.619999886,2.619999886,0,0,0,2.599999905,0,0,0,199,1241,1470,1470,,,,,,,,,,,1470.869965,4002,199,17700,,,
1624580081,4/23/2016,8538,5.550000191,5.550000191,0,0,0,5.539999962,0.009999999776,0,0,227,1213,1562,1562,,,,,,,,,,,1562.944771,8538,227,18808,,,
1624580081,4/24/2016,6076,3.950000048,3.950000048,0,1.149999976,0.9100000262,1.889999986,0,16,18,185,1221,1617,1617,,,,,,,,,,,1617.125968,6076,269,19460,,,
1624580081,4/25/2016,6497,4.21999979,4.21999979,0,0,0,4.199999809,0.01999999955,0,0,202,1238,1492,1492,,,,,,,,,,,1492.475967,6487,202,17960,,,
1624580081,4/26/2016,2826,1.840000033,1.840000033,0,0,0,1.830000043,0.009999999776,0,0,140,1300,1402,1402,,,,,,,,,,,1402.229363,2826,140,16874,,,
1624580081,4/27/2016,8367,5.440000057,5.440000057,0,1.110000014,1.870000005,2.460000038,0,17,36,154,1233,1670,1670,,,,,,,,,,,1670.14377,8367,277,20098,,,
1624580081,4/28/2016,2759,1.789999962,1.789999962,0,0,0.200000003,1.600000024,0,0,5,115,1320,1401,1401,,,,,,,,,,,1401.896962,2759,125,16870,,,
1624580081,4/29/2016,2390,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,150,1290,1404,1404,,,,,,,,,,,1404.389962,2390,150,16900,,,
1624580081,4/30/2016,6474,4.300000191,4.300000191,0,0.8999999762,1.279999971,2.119999886,0.009999999776,11,23,224,1182,1655,1655,,,,,,,,,,,1655.518169,6474,303,19922,,,
1624580081,5/1/2016,36019,28.03000069,28.03000069,0,21.92000008,4.190000057,1.909999967,0.01999999955,186,63,171,1020,2690,2690,,,,,,,,,,,2690.777976,36019,855,32380,,,
1624580081,5/2/2016,7155,4.929999828,4.929999828,0,0.8600000143,0.5899999738,3.470000029,0,7,6,166,1261,1497,1497,,,,,,,,,,,1497.129565,7155,199,18016,,,
1624580081,5/3/2016,2100,1.370000005,1.370000005,0,0,0,1.340000033,0.01999999955,0,0,96,1344,1334,1334,,,,,,,,,,,1334.253561,2100,96,16056,,,
1624580081,5/4/2016,2193,1.429999948,1.429999948,0,0,0,1.419999957,0,0,0,118,1322,1368,1368,,,,,,,,,,,1368.823162,2193,118,16472,,,
1624580081,5/5/2016,2470,1.610000014,1.610000014,0,0,0,1.580000043,0.01999999955,0,0,117,1323,1370,1370,,,,,,,,,,,1370.817562,2470,117,16496,,,
1624580081,5/6/2016,1727,1.120000005,1.120000005,0,0,0,1.120000005,0.009999999776,0,0,102,1338,1341,1341,,,,,,,,,,,1341.233961,1727,102,16140,,,
1624580081,5/7/2016,2104,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,182,1258,1474,1474,,,,,,,,,,,1474.027765,2104,182,17738,,,
1624580081,5/8/2016,3427,2.230000019,2.230000019,0,0,0,2.220000029,0,0,0,152,1288,1427,1427,,,,,,,,,,,1427.325565,3427,152,17176,,,
1624580081,5/9/2016,1732,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,91,1349,1328,1328,,,,,,,,,,,1328.60276,1732,91,15988,,,
1624580081,5/10/2016,2969,1.929999948,1.929999948,0,0,0,1.919999957,0.009999999776,0,0,139,1301,1393,1393,,,,,,,,,,,1393.254565,2969,139,16766,,,
1624580081,5/11/2016,3134,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,112,1328,1359,1359,,,,,,,,,,,1359.017362,3134,112,16354,,,
1624580081,5/12/2016,2971,1.929999948,1.929999948,0,0,0,1.919999957,0.009999999776,0,0,107,890,1002,1002,,,,,,,,,,,957.9767762,2739,99,11528,,,
1644430081,4/12/2016,10694,7.769999981,7.769999981,0,0.1400000006,2.299999952,5.329999924,0,2,51,256,1131,3199,3199,,,,,,,,,,,3199.587057,10694,364,22768,,,
1644430081,4/13/2016,8001,5.820000172,5.820000172,0,2.279999971,0.8999999762,2.640000105,0,30,16,135,1259,2902,2902,,,,,,,,,,,2902.787698,8001,257,20656,,,
1644430081,4/14/2016,11037,8.020000458,8.020000458,0,0.3600000143,2.559999943,5.099999905,0,5,58,252,1125,3226,3226,,,,,,,,,,,3226.568817,11037,383,22960,,,
1644430081,4/15/2016,5263,3.829999924,3.829999924,0,0.2199999988,0.150000006,3.450000048,0,3,4,170,1263,2750,2750,,,,,,,,,,,2750.453176,5263,187,19572,,,
1644430081,4/16/2016,15300,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,3493,3493,,,,,,,,,,,3493.575822,15223,449,24860,,,
1644430081,4/17/2016,8757,6.369999886,6.369999886,0,2.25,0.5699999928,3.549999952,0,29,13,186,1212,3011,3011,,,,,,,,,,,3010.995796,8757,299,21426,,,
1644430081,4/18/2016,7132,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,2806,2806,,,,,,,,,,,2806.665177,7132,232,19972,,,
1644430081,4/19/2016,11256,8.180000305,8.180000305,0,0.3600000143,2.529999971,5.300000191,0,5,58,278,1099,3300,3300,,,,,,,,,,,3254.393754,11231,385,23158,,,
1644430081,4/20/2016,2436,1.769999981,1.769999981,0,0,0,1.75999999,0.009999999776,0,0,125,1315,2430,2430,,,,,,,,,,,2430.325844,2436,125,17294,,,
1644430081,4/21/2016,1223,0.8899999857,0.8899999857,0,0,0,0.8799999952,0.009999999776,0,0,38,1402,2140,2140,,,,,,,,,,,2140.552989,1223,38,15232,,,
1644430081,4/22/2016,3673,2.670000076,2.670000076,0,0,0,2.660000086,0.009999999776,0,0,86,1354,2344,2344,,,,,,,,,,,2344.321488,3673,86,16682,,,
1644430081,4/23/2016,6637,4.829999924,4.829999924,0,0,0.5799999833,4.25,0,0,15,160,1265,2677,2677,,,,,,,,,,,2677.377585,6637,190,19052,,,
1644430081,4/24/2016,3321,2.410000086,2.410000086,0,0,0,2.410000086,0,0,0,89,1351,2413,2413,,,,,,,,,,,2413.743304,3321,89,17176,,,
1644430081,4/25/2016,3580,2.599999905,2.599999905,0,0.5899999738,0.05999999866,1.950000048,0,8,1,94,1337,2497,2497,,,,,,,,,,,2497.499183,3580,120,17772,,,
1644430081,4/26/2016,9919,7.210000038,7.210000038,0,0.8000000119,1.720000029,4.690000057,0,11,41,223,1165,3123,3123,,,,,,,,,,,3123.138737,9919,338,22224,,,
1644430081,4/27/2016,3032,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,118,1322,2489,2489,,,,,,,,,,,2489.629499,3032,118,17716,,,
1644430081,4/28/2016,9405,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,3108,3108,,,,,,,,,,,3108.804672,9405,342,22122,,,
1644430081,4/29/2016,3176,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,120,1193,2498,2498,1,119,127,,,,,,,,2498.061301,3176,120,17776,119,8,0
1644430081,4/30/2016,18213,13.23999977,13.23999977,0,0.6299999952,3.140000105,9.460000038,0,9,71,402,816,3846,3846,1,124,142,,,,,,,,3846.306119,18213,571,27370,124,15,3
1644430081,5/1/2016,6132,4.460000038,4.460000038,0,0.2399999946,0.9900000095,3.230000019,0,3,24,146,908,2696,2696,,,,,,,,,,,2696.208602,6132,203,19186,194,36,129
1644430081,5/2/2016,3758,2.730000019,2.730000019,0,0.0700000003,0.3100000024,2.349999905,0,1,7,148,682,2580,2580,,,,,,,,,,,2536.285463,3728,142,18048,602,0,0
1644430081,5/3/2016,12850,9.340000153,9.340000153,0,0.7200000286,4.090000153,4.539999962,0,10,94,221,1115,3324,3324,,,,,,,,,,,3321.004976,12789,436,23632,,,
1644430081,5/4/2016,2309,1.679999948,1.679999948,0,0,0,1.659999967,0.01999999955,0,0,52,1388,2222,2222,,,,,,,,,,,2222.90357,2309,52,15818,,,
1644430081,5/5/2016,4363,3.190000057,3.190000057,0,0.5199999809,0.5400000215,2.130000114,0.009999999776,6,12,81,1341,2463,2463,,,,,,,,,,,2463.912514,4363,123,17533,,,
1644430081,5/6/2016,9787,7.119999886,7.119999886,0,0.8199999928,0.2700000107,6.010000229,0.01999999955,11,6,369,1054,3328,3328,,,,,,,,,,,3384.243474,9758,424,24082,,,
1644430081,5/7/2016,13372,9.720000267,9.720000267,0,3.25999999,0.7900000215,5.670000076,0.009999999776,41,17,243,1139,3404,3404,,,,,,,,,,,3404.058207,13372,400,24223,,,
1644430081,5/8/2016,6724,4.889999866,4.889999866,0,0,0,4.880000114,0,0,0,295,991,2987,2987,,,,,,,,,,,2987.948879,6724,295,21262,137,14,3
1644430081,5/9/2016,6643,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,0.009999999776,32,6,303,1099,3008,3008,,,,,,,,,,,3008.466262,6643,411,21408,,,
1644430081,5/10/2016,9167,6.659999847,6.659999847,0,0.8799999952,0.8100000024,4.96999979,0.009999999776,12,19,155,1254,2799,2799,,,,,,,,,,,2799.919747,9167,229,19924,,,
1644430081,5/11/2016,1329,0.9700000286,0.9700000286,0,0,0,0.9499999881,0.009999999776,0,0,49,713,1276,1276,,,,,,,,,,,1179.046711,989,40,8390,,,
1844505072,4/12/2016,6697,4.429999828,4.429999828,0,0,0,4.429999828,0,0,0,339,1101,2030,2030,,,,,,,,,,,2030.843321,6697,339,21704,,,
1844505072,4/13/2016,4929,3.25999999,3.25999999,0,0,0,3.25999999,0,0,0,248,1192,1860,1860,,,,,,,,,,,1860.171632,4929,248,19880,,,
1844505072,4/14/2016,7937,5.25,5.25,0,0,0,5.230000019,0,0,0,373,843,2130,2130,,,,,,,,,,,2130.776088,7905,373,22772,0,172,52
1844505072,4/15/2016,3844,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527,1725,1725,1,644,961,,,,,,,,1725.992243,3844,176,18446,644,57,36
1844505072,4/16/2016,3414,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,147,1293,1657,1657,,,,,,,,,,,1657.686136,3414,147,17716,,,
1844505072,4/17/2016,4525,2.99000001,2.99000001,0,0.1400000006,0.2599999905,2.589999914,0,2,8,199,1231,1793,1793,,,,,,,,,,,1793.924067,4525,221,19172,,,
1844505072,4/18/2016,4597,3.039999962,3.039999962,0,0,0.4799999893,2.559999943,0,0,12,217,1211,1814,1814,,,,,,,,,,,1813.760907,4597,241,19384,,,
1844505072,4/19/2016,197,0.1299999952,0.1299999952,0,0,0,0.1299999952,0,0,0,10,1430,1366,1366,,,,,,,,,,,1366.49628,197,10,14604,,,
1844505072,4/20/2016,8,0.009999999776,0.009999999776,0,0,0,0.009999999776,0,0,0,1,1439,1349,1349,,,,,,,,,,,1349.466539,8,1,14422,,,
1844505072,4/21/2016,8054,5.320000172,5.320000172,0,0.1199999973,0.5199999809,4.679999828,0,2,13,308,1117,2062,2062,,,,,,,,,,,2062.844261,8054,340,22046,,,
1844505072,4/22/2016,5372,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,220,1220,1827,1827,,,,,,,,,,,1827.983546,5372,220,19536,,,
1844505072,4/23/2016,3570,2.359999895,2.359999895,0,0,0,2.359999895,0,0,0,139,1301,1645,1645,,,,,,,,,,,1645.147753,3570,139,17582,,,
1844505072,4/24/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,1347,,,,,,,,,,,1347.407999,0,0,14400,,,
1844505072,4/25/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,1347,,,,,,,,,,,1347.407999,0,0,14400,,,
1844505072,4/26/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,1347,,,,,,,,,,,1347.407999,0,0,14400,,,
1844505072,4/27/2016,4,0,0,0,0,0,0,0,0,0,1,1439,1348,1348,,,,,,,,,,,1348.905119,4,1,14416,,,
1844505072,4/28/2016,6907,4.570000172,4.570000172,0,0,0,4.559999943,0,0,0,302,1138,1992,1992,,,,,,,,,,,1992.479616,6899,302,21294,,,
1844505072,4/29/2016,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856,1856,,,,,,,,,,,1856.428831,4920,247,19840,0,83,28
1844505072,4/30/2016,4014,2.670000076,2.670000076,0,0,0,2.650000095,0,0,0,184,218,1763,1763,1,722,961,,,,,,,,1763.233109,4014,184,18844,722,206,110
1844505072,5/1/2016,2573,1.700000048,1.700000048,0,0,0.2599999905,1.450000048,0,0,7,75,585,1541,1541,,,,,,,,,,,1541.659327,2573,89,16476,590,106,77
1844505072,5/2/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1348,1348,,,,,,,,,,,1348.156559,0,0,14408,,,
1844505072,5/3/2016,4059,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,184,1256,1742,1742,,,,,,,,,,,1742.834844,4059,184,18626,,,
1844505072,5/4/2016,2080,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,87,1353,1549,1549,,,,,,,,,,,1549.706353,2080,87,16562,,,
1844505072,5/5/2016,2237,1.480000019,1.480000019,0,0,0,1.480000019,0,0,0,120,1320,1589,1589,,,,,,,,,,,1589.941455,2237,120,16992,,,
1844505072,5/6/2016,44,0.02999999933,0.02999999933,0,0,0,0.02999999933,0,0,0,2,1438,1351,1351,,,,,,,,,,,1351.337939,44,2,14442,,,
1844505072,5/7/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,1347,,,,,,,,,,,1347.595139,0,0,14402,,,
1844505072,5/8/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,1347,,,,,,,,,,,1347.595139,0,0,14402,,,
1844505072,5/9/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,1347,,,,,,,,,,,1347.407999,0,0,14400,,,
1844505072,5/10/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,1347,,,,,,,,,,,1347.407999,0,0,14400,,,
1844505072,5/11/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1347,1347,,,,,,,,,,,1347.407999,0,0,14400,,,
1844505072,5/12/2016,0,0,0,0,0,0,0,0,0,0,0,711,665,665,,,,,,,,,,,617.5619995,0,0,6600,,,
1927972279,4/12/2016,678,0.4699999988,0.4699999988,0,0,0,0.4699999988,0,0,0,55,734,2220,2220,,,,,,,,,,,2193.219415,678,55,15599,626,24,1
1927972279,4/13/2016,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151,2151,1,398,422,133.5,47.54000092,,FALSE,,,,2151.055833,356,32,15014,398,17,7
1927972279,4/14/2016,2163,1.5,1.5,0,0,0.400000006,1.100000024,0,0,9,88,1292,2383,2383,,,,,,,,,,,2383.009963,2163,106,16633,47,4,0
1927972279,4/15/2016,980,0.6800000072,0.6800000072,0,0,0,0.6800000072,0,0,0,51,941,2221,2221,2,475,499,,,,,,,,2221.831213,980,51,15508,428,20,0
1927972279,4/16/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2064,2064,,,,,,,,,,,2063.088055,0,0,14400,,,
1927972279,4/17/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2063,,,,,,,,,,,2063.374595,0,0,14402,,,
1927972279,4/18/2016,244,0.1700000018,0.1700000018,0,0,0,0.1700000018,0,0,0,17,1423,2111,2111,,,,,,,,,,,2111.226774,244,17,14736,,,
1927972279,4/19/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2063,,,,,,,,,,,2063.088055,0,0,14400,,,
1927972279,4/20/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2063,,,,,,,,,,,2063.088055,0,0,14400,,,
1927972279,4/21/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2064,2064,,,,,,,,,,,2064.090944,0,0,14407,,,
1927972279,4/22/2016,149,0.1000000015,0.1000000015,0,0,0,0.1000000015,0,0,0,10,1430,2093,2093,,,,,,,,,,,2093.461294,149,10,14612,,,
1927972279,4/23/2016,2945,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,145,1295,2499,2499,,,,,,,,,,,2499.20193,2945,145,17444,,,
1927972279,4/24/2016,2090,1.450000048,1.450000048,0,0.0700000003,0.2399999946,1.139999986,0,1,6,75,1358,2324,2324,,,,,,,,,,,2324.842341,2090,90,16227,,,
1927972279,4/25/2016,152,0.1099999994,0.1099999994,0,0,0,0.1099999994,0,0,0,12,1303,2100,2100,,,,,,,,,,,2098.905554,152,12,14650,115,10,0
1927972279,4/26/2016,3761,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,192,1058,2638,2638,1,296,315,,,,,,,,2638.460368,3761,192,18416,181,9,0
1927972279,4/27/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2063,,,,,,,,,,,2063.374595,0,0,14402,,,
1927972279,4/28/2016,1675,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,95,1167,2351,2351,1,166,178,,,,,,,,2351.204022,1675,95,16411,166,12,0
1927972279,4/29/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2063,,,,,,,,,,,2063.088055,0,0,14400,,,
1927972279,4/30/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2064,2064,,,,,,,,,,,2063.088055,0,0,14400,,,
1927972279,5/1/2016,2704,1.870000005,1.870000005,0,1.00999999,0.02999999933,0.8299999833,0,14,1,70,1355,2411,2411,,,,,,,,,,,2411.520696,2704,114,16832,,,
1927972279,5/2/2016,3790,2.619999886,2.619999886,0,1.159999967,0.3000000119,1.159999967,0,16,8,94,1322,2505,2505,,,,,,,,,,,2505.076003,3790,158,17485,,,
1927972279,5/3/2016,1326,0.9200000167,0.9200000167,0,0.7300000191,0,0.1800000072,0,10,0,17,1413,2195,2195,,,,,,,,,,,2195.899345,1326,47,15327,,,
1927972279,5/4/2016,1786,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,87,1353,2338,2338,,,,,,,,,,,2338.739533,1786,87,16324,,,
1927972279,5/5/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2063,,,,,,,,,,,2063.088055,0,0,14400,,,
1927972279,5/6/2016,2091,1.450000048,1.450000048,0,0,0,1.450000048,0,0,0,108,1332,2383,2383,,,,,,,,,,,2383.009961,2091,108,16633,,,
1927972279,5/7/2016,1510,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,48,1392,2229,2229,,,,,,,,,,,2229.997603,1510,48,15565,,,
1927972279,5/8/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2063,,,,,,,,,,,2063.231325,0,0,14401,,,
1927972279,5/9/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2063,,,,,,,,,,,2063.088055,0,0,14400,,,
1927972279,5/10/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2063,,,,,,,,,,,2063.088055,0,0,14400,,,
1927972279,5/11/2016,0,0,0,0,0,0,0,0,0,0,0,1440,2063,2063,,,,,,,,,,,2063.088055,0,0,14400,,,
1927972279,5/12/2016,0,0,0,0,0,0,0,0,0,0,0,966,1383,1383,,,,,,,,,,,1375.392036,0,0,9600,,,
2022484408,4/12/2016,11875,8.340000153,8.340000153,0,3.309999943,0.7699999809,4.260000229,0,42,14,227,1157,2390,2390,,,,,,,,75.80417701,52,134,2390.341977,11875,381,23035,,,
2022484408,4/13/2016,12024,8.5,8.5,0,2.99000001,0.1000000015,5.409999847,0,43,5,292,1100,2601,2601,,,,,,,,,,,2601.929011,12024,431,25074,,,
