user_id,sleep_date,sleep_start_timestamp,sleep_end_timestamp,true_bedtime,true_waketime,bedtime_hour,waketime_hour,total_minutes_asleep,total_time_in_bed,total_sleep_records,minutes_stage1,minutes_stage2,minutes_stage3,percent_stage1,percent_stage2,percent_stage3,sleep_efficiency,user_bedtime_mean_hour,bedtime_variability_hour,sleep_quality_score
1503960366,4/30/2016,4/30/2016 0:00:00,4/30/2016 7:05:00,4/30/2016 1:50:00,4/30/2016 8:54:00,1,8,404,425,1,404,20,1,100,4.95049505,0.2475247525,0.9505882353,1.857142857,-0.8571428571,0.3713430402
1644430081,4/29/2016,4/29/2016 0:00:00,4/29/2016 2:07:00,4/29/2016 18:33:30,4/29/2016 20:39:30,18,20,119,127,1,119,8,0,100,6.722689076,0,0.937007874,16,2,0.3622047244
1644430081,4/30/2016,4/30/2016 0:00:00,4/30/2016 2:22:00,4/30/2016 14:54:30,4/30/2016 17:15:30,14,17,124,142,1,124,15,3,100,12.09677419,2.419354839,0.8732394366,16,-2,0.3336210813
1844505072,4/15/2016,4/15/2016 0:00:00,4/15/2016 16:01:00,4/15/2016 0:00:00,4/15/2016 12:16:00,0,12,644,961,1,644,57,36,100,8.850931677,5.590062112,0.6701352758,0,0,0.2244414139
1844505072,4/30/2016,4/30/2016 0:00:00,4/30/2016 16:01:00,4/30/2016 0:00:00,4/30/2016 14:09:00,0,14,722,961,1,722,206,110,100,28.53185596,15.23545706,0.7513007284,0,0,0.3117222653
1927972279,4/13/2016,4/13/2016 0:00:00,4/13/2016 7:02:00,4/13/2016 2:23:00,4/13/2016 9:24:00,2,9,398,422,1,398,17,7,100,4.271356784,1.75879397,0.9431279621,3.25,-1.25,0.3729119531
1927972279,4/15/2016,4/15/2016 0:00:00,4/15/2016 8:19:00,4/15/2016 0:00:00,4/15/2016 3:56:00,0,3,475,499,2,428,20,0,90.10526316,4.210526316,0,0.9519038076,3.25,-3.25,0.3909317583
1927972279,4/26/2016,4/26/2016 0:00:00,4/26/2016 5:15:00,4/26/2016 0:00:00,4/26/2016 3:09:00,0,3,296,315,1,181,9,0,61.14864865,3.040540541,0,0.9396825397,3.25,-3.25,0.4415122265
1927972279,4/28/2016,4/28/2016 0:00:00,4/28/2016 2:58:00,4/28/2016 11:42:00,4/28/2016 14:39:00,11,14,166,178,1,166,12,0,100,7.228915663,0,0.9325842697,3.25,7.75,0.3595505618
2026352035,4/13/2016,4/13/2016 0:00:00,4/13/2016 9:25:00,4/13/2016 0:00:00,4/13/2016 6:16:00,0,6,531,565,1,511,24,4,96.23352166,4.519774011,0.7532956685,0.9398230088,0,0,0.3744399447
2026352035,4/14/2016,4/14/2016 0:00:00,4/14/2016 9:28:00,4/14/2016 0:00:00,4/14/2016 6:45:00,0,6,545,568,1,560,25,5,102.7522936,4.587155963,0.9174311927,0.9595070423,0,0,0.373869363
2026352035,4/15/2016,4/15/2016 0:00:00,4/15/2016 9:33:00,4/15/2016 0:00:00,4/15/2016 6:28:00,0,6,523,573,1,517,41,7,98.85277247,7.839388145,1.338432122,0.9127399651,0,0,0.3552921626
2026352035,4/16/2016,4/16/2016 0:00:00,4/16/2016 9:27:00,4/16/2016 0:00:00,4/16/2016 6:30:00,0,6,524,567,1,500,57,5,95.41984733,10.8778626,0.9541984733,0.9241622575,0,0,0.3674744537
2026352035,4/17/2016,4/17/2016 0:00:00,4/17/2016 8:18:00,4/17/2016 0:00:00,4/17/2016 5:26:00,0,5,437,498,1,309,18,0,70.70938215,4.118993135,0,0.8775100402,0,0,0.3850872598
2026352035,4/19/2016,4/19/2016 0:00:00,4/19/2016 9:00:00,4/19/2016 0:00:00,4/19/2016 5:43:00,0,5,498,540,1,469,41,4,94.17670683,8.232931727,0.8032128514,0.9222222222,0,0,0.3681927711
2026352035,4/20/2016,4/20/2016 0:00:00,4/20/2016 8:30:00,4/20/2016 0:00:00,4/20/2016 5:39:00,0,5,461,510,1,443,47,0,96.09544469,10.19522777,0,0.9039215686,0,0,0.3501620518
2026352035,4/21/2016,4/21/2016 0:00:00,4/21/2016 8:34:00,4/21/2016 0:00:30,4/21/2016 6:03:30,0,6,477,514,1,510,28,0,106.918239,5.870020964,0,0.9280155642,0,0,0.3429728605
2026352035,4/22/2016,4/22/2016 0:00:00,4/22/2016 9:05:00,4/22/2016 0:00:00,4/22/2016 6:10:00,0,6,520,545,1,534,26,6,102.6923077,5,1.153846154,0.9541284404,0,0,0.3717078335
2026352035,4/23/2016,4/23/2016 0:00:00,4/23/2016 9:14:00,4/23/2016 0:00:00,4/23/2016 5:58:00,0,5,522,554,1,513,33,4,98.27586207,6.32183908,0.7662835249,0.9422382671,0,0,0.3718563703
2026352035,4/24/2016,4/24/2016 0:00:00,4/24/2016 9:51:00,4/24/2016 0:00:00,4/24/2016 6:39:00,0,6,555,591,1,549,18,5,98.91891892,3.243243243,0.9009009009,0.9390862944,0,0,0.3692175424
2026352035,4/25/2016,4/25/2016 0:00:00,4/25/2016 8:51:00,4/25/2016 0:00:00,4/25/2016 5:58:00,0,5,506,531,1,352,7,0,69.56521739,1.383399209,0,0.9529190207,0,0,0.4326209776
2026352035,4/27/2016,4/27/2016 0:00:00,4/27/2016 9:05:00,4/27/2016 0:00:00,4/27/2016 6:50:00,0,6,508,545,1,532,31,5,104.7244094,6.102362205,0.9842519685,0.9321100917,0,0,0.353754244
2026352035,4/28/2016,4/28/2016 0:00:00,4/28/2016 9:05:00,4/28/2016 0:00:00,4/28/2016 6:27:00,0,6,513,545,1,462,17,4,90.05847953,3.313840156,0.7797270955,0.9412844037,0,0,0.3877725915
2026352035,4/29/2016,4/29/2016 0:00:00,4/29/2016 8:30:00,4/29/2016 0:00:00,4/29/2016 6:54:00,0,6,490,510,1,557,34,5,113.6734694,6.93877551,1.020408163,0.9607843137,0,0,0.3532052821
2026352035,4/30/2016,4/30/2016 0:00:00,4/30/2016 10:07:00,4/30/2016 0:00:00,4/30/2016 7:05:00,0,7,573,607,1,592,17,4,103.3158813,2.966841187,0.6980802792,0.9439868204,0,0,0.3625526507
2320127002,4/23/2016,4/23/2016 0:00:00,4/23/2016 1:09:00,4/23/2016 20:10:30,4/23/2016 21:18:30,20,21,61,69,1,61,4,4,100,6.557377049,6.557377049,0.884057971,20,0,0.3566642908
2347167796,4/13/2016,4/13/2016 0:00:00,4/13/2016 8:51:00,4/13/2016 0:00:00,4/13/2016 6:55:00,0,6,467,531,1,441,75,2,94.43254818,16.05995717,0.4282655246,0.879472693,0,0,0.3405315816
2347167796,4/14/2016,4/14/2016 0:00:00,4/14/2016 8:09:00,4/14/2016 0:00:00,4/14/2016 6:26:00,0,6,445,489,1,450,27,3,101.1235955,6.06741573,0.6741573034,0.9100204499,0,0,0.3464617081
2347167796,4/15/2016,4/15/2016 0:00:00,4/15/2016 8:24:00,4/15/2016 0:00:00,4/15/2016 6:50:00,0,6,452,504,1,366,42,3,80.97345133,9.292035398,0.6637168142,0.8968253968,0,0,0.3788032027
2347167796,4/17/2016,4/17/2016 0:00:00,4/17/2016 10:02:00,4/17/2016 0:00:00,4/17/2016 8:55:00,0,8,556,602,1,627,43,5,112.7697842,7.73381295,0.8992805755,0.9235880399,0,0,0.3322103779
2347167796,4/18/2016,4/18/2016 0:00:00,4/18/2016 9:17:00,4/18/2016 0:00:00,4/18/2016 6:57:00,0,6,500,557,1,460,63,6,92,12.6,1.2,0.8976660682,0,0,0.3593996409
2347167796,4/19/2016,4/19/2016 0:00:00,4/19/2016 8:34:00,4/19/2016 0:00:30,4/19/2016 6:42:30,0,6,465,514,1,372,28,3,80,6.021505376,0.6451612903,0.9046692607,0,0,0.3853822016
2347167796,4/21/2016,4/21/2016 0:00:00,4/21/2016 8:04:00,4/21/2016 0:00:00,4/21/2016 6:17:00,0,6,460,484,1,400,18,4,86.95652174,3.913043478,0.8695652174,0.9504132231,0,0,0.3998131513
2347167796,4/22/2016,4/22/2016 0:00:00,4/22/2016 7:41:00,4/22/2016 0:00:30,4/22/2016 6:56:30,0,6,405,461,1,367,47,3,90.61728395,11.60493827,0.7407407407,0.8785249458,0,0,0.3488433625
2347167796,4/23/2016,4/23/2016 0:00:00,4/23/2016 6:26:00,4/23/2016 0:20:30,4/23/2016 6:45:30,0,6,374,386,1,407,15,0,108.8235294,4.010695187,0,0.9689119171,0,0,0.3637000914
2347167796,4/24/2016,4/24/2016 0:00:00,4/24/2016 7:39:00,4/24/2016 0:00:30,4/24/2016 7:02:30,0,7,442,459,1,482,14,0,109.0497738,3.167420814,0,0.962962963,0,0,0.3596782303
2347167796,4/25/2016,4/25/2016 0:00:00,4/25/2016 7:51:00,4/25/2016 0:00:00,4/25/2016 6:37:00,0,6,433,471,1,433,48,3,100,11.08545035,0.6928406467,0.9193205945,0,0,0.3543637193
2347167796,4/26/2016,4/26/2016 0:00:00,4/26/2016 8:10:00,4/26/2016 0:00:30,4/26/2016 6:43:30,0,6,436,490,1,431,46,3,98.85321101,10.55045872,0.6880733945,0.8897959184,0,0,0.3389234226
2347167796,4/27/2016,4/27/2016 0:00:00,4/27/2016 8:19:00,4/27/2016 0:00:30,4/27/2016 7:02:30,0,7,448,499,1,432,49,6,96.42857143,10.9375,1.339285714,0.8977955912,0,0,0.3511773547
2347167796,4/28/2016,4/28/2016 0:00:00,4/28/2016 7:30:00,4/28/2016 0:00:00,4/28/2016 6:25:00,0,6,408,450,1,414,32,1,101.4705882,7.843137255,0.2450980392,0.9066666667,0,0,0.3420392157
2347167796,4/29/2016,4/29/2016 0:00:00,4/29/2016 7:53:00,4/29/2016 0:00:00,4/29/2016 6:51:00,0,6,411,473,1,353,57,2,85.88807786,13.86861314,0.4866180049,0.8689217759,0,0,0.3515233818
3977333714,4/13/2016,4/13/2016 0:00:00,4/13/2016 7:36:00,4/13/2016 0:45:00,4/13/2016 7:19:00,0,7,295,456,2,295,155,6,100,52.54237288,2.033898305,0.6469298246,0.9444444444,-0.9444444444,0.196293488
3977333714,4/14/2016,4/14/2016 0:00:00,4/14/2016 6:37:00,4/14/2016 1:35:00,4/14/2016 8:11:00,1,8,291,397,1,291,101,5,100,34.70790378,1.718213058,0.7329974811,0.9444444444,0.05555555556,0.2466713409
3977333714,4/15/2016,4/15/2016 0:00:00,4/15/2016 9:16:00,4/15/2016 2:05:00,4/15/2016 11:20:00,2,11,424,556,1,424,130,2,100,30.66037736,0.4716981132,0.7625899281,0.9444444444,1.055555556,0.2594407493
3977333714,4/16/2016,4/16/2016 0:00:00,4/16/2016 8:30:00,4/16/2016 0:10:30,4/16/2016 8:39:30,0,8,283,510,1,283,227,0,100,80.21201413,0,0.5549019608,0.9444444444,-0.9444444444,0.1329411765
3977333714,4/17/2016,4/17/2016 0:00:00,4/17/2016 9:26:00,4/17/2016 0:21:00,4/17/2016 9:46:00,0,9,381,566,1,381,181,4,100,47.50656168,1.049868766,0.6731448763,0.9444444444,-0.9444444444,0.2080864009
3977333714,4/18/2016,4/18/2016 0:00:00,4/18/2016 8:42:00,4/18/2016 1:04:00,4/18/2016 8:30:00,1,8,412,522,2,412,107,3,100,25.97087379,0.7281553398,0.7892720307,0.9444444444,0.05555555556,0.2764758398
3977333714,4/19/2016,4/19/2016 0:00:00,4/19/2016 6:35:00,4/19/2016 1:58:30,4/19/2016 8:32:30,1,8,219,395,1,219,172,4,100,78.53881279,1.826484018,0.5544303797,0.9444444444,0.05555555556,0.1399641639
3977333714,4/20/2016,4/20/2016 0:00:00,4/20/2016 5:05:00,4/20/2016 4:52:00,4/20/2016 8:56:00,4,8,152,305,2,152,172,7,100,113.1578947,4.605263158,0.4983606557,0.9444444444,3.055555556,0.1174374461
3977333714,4/21/2016,4/21/2016 0:00:00,4/21/2016 8:32:00,4/21/2016 0:00:00,4/21/2016 8:05:00,0,8,332,512,1,332,150,4,100,45.18072289,1.204819277,0.6484375,0.9444444444,-0.9444444444,0.1938817771
3977333714,4/22/2016,4/22/2016 0:00:00,4/22/2016 7:56:00,4/22/2016 1:43:30,4/22/2016 9:38:30,1,9,355,476,1,355,120,1,100,33.8028169,0.2816901408,0.7457983193,0.9444444444,0.05555555556,0.2486057522
3977333714,4/23/2016,4/23/2016 0:00:00,4/23/2016 6:12:00,4/23/2016 1:24:00,4/23/2016 7:35:00,1,7,235,372,1,235,136,1,100,57.87234043,0.4255319149,0.6317204301,0.9444444444,0.05555555556,0.1807343857
3977333714,4/24/2016,4/24/2016 0:00:00,4/24/2016 8:46:00,4/24/2016 0:28:00,4/24/2016 9:13:00,0,9,310,526,1,310,214,2,100,69.03225806,0.6451612903,0.5893536122,0.9444444444,-0.9444444444,0.1561928125
3977333714,4/25/2016,4/25/2016 0:00:00,4/25/2016 7:47:00,4/25/2016 1:15:00,4/25/2016 9:01:00,1,9,262,467,1,262,201,4,100,76.71755725,1.526717557,0.5610278373,0.9444444444,0.05555555556,0.1427235726
3977333714,4/26/2016,4/26/2016 0:00:00,4/26/2016 6:11:00,4/26/2016 3:06:00,4/26/2016 9:16:00,3,9,250,371,1,250,119,2,100,47.6,0.8,0.6738544474,0.9444444444,2.055555556,0.2075126685
3977333714,4/27/2016,4/27/2016 0:00:00,4/27/2016 9:00:00,4/27/2016 0:39:00,4/27/2016 9:38:00,0,9,349,540,1,349,186,5,100,53.29512894,1.432664756,0.6462962963,0.9444444444,-0.9444444444,0.1935084368
3977333714,4/28/2016,4/28/2016 0:00:00,4/28/2016 7:03:00,4/28/2016 2:41:00,4/28/2016 9:43:00,2,9,261,423,1,261,155,7,100,59.38697318,2.681992337,0.6170212766,0.9444444444,1.055555556,0.1809407353
3977333714,4/29/2016,4/29/2016 0:00:00,4/29/2016 7:58:00,4/29/2016 0:27:00,4/29/2016 8:24:00,0,8,333,478,1,333,145,0,100,43.54354354,0,0.6966527197,0.9444444444,-0.9444444444,0.2179916318
3977333714,4/30/2016,4/30/2016 0:00:00,4/30/2016 6:22:00,4/30/2016 0:20:00,4/30/2016 6:41:00,0,6,237,382,1,284,176,4,119.8312236,74.26160338,1.687763713,0.6204188482,0.9444444444,-0.9444444444,0.1393399165
4020332650,4/16/2016,4/16/2016 0:00:00,4/16/2016 1:17:00,4/16/2016 1:31:00,4/16/2016 2:47:00,1,2,77,77,1,77,0,0,100,0,0,1,1,0,0.4
4319703577,4/14/2016,4/14/2016 0:00:00,4/14/2016 9:17:00,4/14/2016 0:00:00,4/14/2016 7:49:00,0,7,535,557,1,486,15,1,90.8411215,2.803738318,0.1869158879,0.960502693,1.6875,-1.6875,0.3953670364
4319703577,4/15/2016,4/15/2016 0:00:00,4/15/2016 8:11:00,4/15/2016 0:00:30,4/15/2016 7:38:30,0,7,465,491,1,435,23,1,93.5483871,4.946236559,0.2150537634,0.9470468432,1.6875,-1.6875,0.3819915468
4319703577,4/16/2016,4/16/2016 0:00:00,4/16/2016 8:42:00,4/16/2016 0:10:30,4/16/2016 8:51:30,0,8,506,522,1,506,15,1,100,2.964426877,0.1976284585,0.969348659,1.6875,-1.6875,0.3823997092
4319703577,4/18/2016,4/18/2016 0:00:00,4/18/2016 9:11:00,4/18/2016 0:00:00,4/18/2016 7:56:00,0,7,515,551,1,513,28,7,99.61165049,5.436893204,1.359223301,0.9346642468,1.6875,-1.6875,0.3670121403
4319703577,4/19/2016,4/19/2016 0:00:00,4/19/2016 8:18:00,4/19/2016 3:37:30,4/19/2016 7:15:30,3,7,461,498,2,493,20,12,106.9414317,4.338394794,2.603036876,0.9257028112,1.6875,1.3125,0.3519509709
4319703577,4/20/2016,4/20/2016 0:00:00,4/20/2016 9:03:00,4/20/2016 0:00:00,4/20/2016 7:24:00,0,7,523,543,1,437,8,0,83.55640535,1.529636711,0,0.9631675875,1.6875,-1.6875,0.4107877418
4319703577,4/21/2016,4/21/2016 0:00:00,4/21/2016 1:05:00,4/21/2016 22:44:30,4/21/2016 23:59:30,22,23,59,65,1,129,9,3,218.6440678,15.25423729,5.084745763,0.9076923077,1.6875,20.3125,0.1276662321
4319703577,4/22/2016,4/22/2016 0:00:00,4/22/2016 9:10:00,4/22/2016 0:00:30,4/22/2016 7:53:30,0,7,533,550,1,516,18,1,96.81050657,3.377110694,0.1876172608,0.9690909091,1.6875,-1.6875,0.3885840014
4319703577,4/23/2016,4/23/2016 0:00:00,4/23/2016 12:02:00,4/23/2016 0:00:00,4/23/2016 11:00:00,0,11,692,722,1,639,19,3,92.34104046,2.74566474,0.4335260116,0.9584487535,1.6875,-1.6875,0.3921212752
4319703577,4/24/2016,4/24/2016 0:00:00,4/24/2016 8:21:00,4/24/2016 0:09:00,4/24/2016 8:29:00,0,8,467,501,1,516,30,5,110.4925054,6.423982869,1.070663812,0.9321357285,1.6875,-1.6875,0.3425790817
4319703577,4/25/2016,4/25/2016 0:00:00,4/25/2016 8:26:00,4/25/2016 0:00:00,4/25/2016 7:35:00,0,7,488,506,1,478,18,2,97.95081967,3.68852459,0.4098360656,0.9644268775,1.6875,-1.6875,0.3843938314
4319703577,4/26/2016,4/26/2016 0:00:00,4/26/2016 8:36:00,4/26/2016 0:00:00,4/26/2016 7:53:00,0,7,505,516,1,466,8,0,92.27722772,1.584158416,0,0.9786821705,1.6875,-1.6875,0.4026548469
4319703577,4/27/2016,4/27/2016 0:00:00,4/27/2016 5:07:00,4/27/2016 2:29:00,4/27/2016 7:35:00,2,7,286,307,1,382,24,1,133.5664336,8.391608392,0.3496503497,0.9315960912,1.6875,0.3125,0.293223389
4319703577,4/28/2016,4/28/2016 0:00:00,4/28/2016 8:42:00,4/28/2016 0:00:30,4/28/2016 7:01:30,0,7,497,522,1,483,18,7,97.18309859,3.621730382,1.408450704,0.9521072797,1.6875,-1.6875,0.3825319734
4319703577,4/29/2016,4/29/2016 0:00:00,4/29/2016 9:06:00,4/29/2016 0:00:30,4/29/2016 7:39:30,0,7,523,546,1,477,18,7,91.20458891,3.4416826,1.338432122,0.9578754579,1.6875,-1.6875,0.3976698254
4319703577,4/30/2016,4/30/2016 0:00:00,4/30/2016 8:36:00,4/30/2016 0:00:00,4/30/2016 7:53:00,0,7,490,516,1,477,24,4,97.34693878,4.897959184,0.8163265306,0.9496124031,1.6875,-1.6875,0.3783388704
4388161847,4/15/2016,4/15/2016 0:00:00,4/15/2016 8:46:00,4/15/2016 0:00:00,4/15/2016 4:54:00,0,4,499,526,1,298,4,2,59.71943888,0.8016032064,0.4008016032,0.9486692015,3,-3,0.4513658496
4388161847,4/16/2016,4/16/2016 0:00:00,4/16/2016 7:28:00,4/16/2016 0:00:30,4/16/2016 6:18:30,0,6,426,448,2,540,20,3,126.7605634,4.694835681,0.7042253521,0.9508928571,3,-3,0.3198314889
4388161847,4/17/2016,4/17/2016 0:00:00,4/17/2016 10:41:00,4/17/2016 0:00:30,4/17/2016 6:20:30,0,6,619,641,2,498,18,1,80.45234249,2.907915994,0.1615508885,0.9656786271,3,-3,0.4191486949
4388161847,4/18/2016,4/18/2016 0:00:00,4/18/2016 1:44:00,4/18/2016 20:59:30,4/18/2016 22:42:30,20,22,99,104,1,138,7,4,139.3939394,7.070707071,4.04040404,0.9519230769,3,17,0.3085275835
4388161847,4/19/2016,4/19/2016 0:00:00,4/19/2016 5:38:00,4/19/2016 0:00:00,4/19/2016 4:52:00,0,4,329,338,1,433,14,4,131.6109422,4.255319149,1.215805471,0.9733727811,3,-3,0.325665006
4388161847,4/20/2016,4/20/2016 0:00:00,4/20/2016 7:31:00,4/20/2016 0:00:00,4/20/2016 4:52:00,0,4,421,451,1,430,25,0,102.1377672,5.93824228,0,0.933481153,3,-3,0.3558131574
4388161847,4/21/2016,4/21/2016 0:00:00,4/21/2016 7:38:00,4/21/2016 0:00:00,4/21/2016 4:55:00,0,4,442,458,1,290,6,0,65.61085973,1.357466063,0,0.9650655022,3,-3,0.4478175819
4388161847,4/22/2016,4/22/2016 0:00:00,4/22/2016 1:25:00,4/22/2016 22:32:00,4/22/2016 23:59:00,22,23,82,85,1,164,6,3,200,7.317073171,3.658536585,0.9647058824,3,19,0.1934576758
4388161847,4/23/2016,4/23/2016 0:00:00,4/23/2016 8:21:00,4/23/2016 0:00:00,4/23/2016 6:52:00,0,6,478,501,1,396,16,1,82.84518828,3.347280335,0.2092050209,0.9540918164,3,-3,0.4076015333
4388161847,4/24/2016,4/24/2016 0:00:00,4/24/2016 9:55:00,4/24/2016 0:18:00,4/24/2016 6:12:00,0,6,552,595,3,552,36,7,100,6.52173913,1.268115942,0.9277310924,3,-3,0.3617111192
4388161847,4/26/2016,4/26/2016 0:00:00,4/26/2016 5:46:00,4/26/2016 0:00:00,4/26/2016 5:02:00,0,5,319,346,1,464,42,0,145.4545455,13.1661442,0,0.9219653179,3,-3,0.2622700998
4388161847,4/27/2016,4/27/2016 0:00:00,4/27/2016 8:20:00,4/27/2016 0:00:30,4/27/2016 4:56:30,0,4,439,500,1,423,26,6,96.35535308,5.922551253,1.366742597,0.878,3,-3,0.3395562642
4388161847,4/28/2016,4/28/2016 0:00:00,4/28/2016 7:38:00,4/28/2016 0:00:00,4/28/2016 4:59:00,0,4,428,458,1,288,12,0,67.28971963,2.803738318,0,0.9344978166,3,-3,0.4261192507
4388161847,4/30/2016,4/30/2016 0:00:00,4/30/2016 7:10:00,4/30/2016 0:16:30,4/30/2016 5:54:30,0,5,409,430,2,507,39,0,123.9608802,9.535452323,0,0.9511627907,3,-3,0.322775914
4445114986,4/13/2016,4/13/2016 0:00:00,4/13/2016 6:46:00,4/13/2016 1:47:00,4/13/2016 7:11:00,1,7,370,406,2,370,29,7,100,7.837837838,1.891891892,0.9113300493,2.133333333,-1.133333333,0.3543655971
4445114986,4/14/2016,4/14/2016 0:00:00,4/14/2016 8:12:00,4/14/2016 3:05:00,4/14/2016 11:16:00,3,11,441,492,1,441,48,3,100,10.88435374,0.6802721088,0.8963414634,2.133333333,0.8666666667,0.3405259665
4445114986,4/15/2016,4/15/2016 0:00:00,4/15/2016 6:19:00,4/15/2016 2:06:00,4/15/2016 7:14:00,2,7,337,379,2,337,31,11,100,9.198813056,3.264094955,0.889182058,2.133333333,-0.1333333333,0.3465656147
4445114986,4/16/2016,4/16/2016 0:00:00,4/16/2016 8:19:00,4/16/2016 1:36:30,4/16/2016 9:54:30,1,9,462,499,1,462,29,8,100,6.277056277,1.731601732,0.9258517034,2.133333333,-1.133333333,0.362437429
4445114986,4/17/2016,4/17/2016 0:00:00,4/17/2016 1:47:00,4/17/2016 2:24:00,4/17/2016 4:10:00,2,4,98,107,1,98,6,3,100,6.12244898,3.06122449,0.9158878505,2.133333333,-0.1333333333,0.3617776082
4445114986,4/19/2016,4/19/2016 0:00:00,4/19/2016 7:04:00,4/19/2016 1:43:00,4/19/2016 6:25:00,1,6,388,424,2,388,29,7,100,7.474226804,1.804123711,0.9150943396,2.133333333,-1.133333333,0.3562730986
4445114986,4/20/2016,4/20/2016 0:00:00,4/20/2016 7:42:00,4/20/2016 2:57:30,4/20/2016 10:38:30,2,10,439,462,1,439,20,3,100,4.555808656,0.6833712984,0.9502164502,2.133333333,-0.1333333333,0.3728633553
4445114986,4/21/2016,4/21/2016 0:00:00,4/21/2016 7:49:00,4/21/2016 3:11:30,4/21/2016 10:59:30,3,10,436,469,1,436,28,5,100,6.422018349,1.146788991,0.9296375267,2.133333333,0.8666666667,0.362369672
4445114986,4/22/2016,4/22/2016 0:00:00,4/22/2016 6:57:00,4/22/2016 3:17:30,4/22/2016 10:13:30,3,10,388,417,1,388,21,8,100,5.412371134,2.06185567,0.9304556355,2.133333333,0.8666666667,0.366520804
4445114986,4/25/2016,4/25/2016 0:00:00,4/25/2016 5:45:00,4/25/2016 1:52:00,4/25/2016 7:36:00,1,7,328,345,1,329,9,7,100.304878,2.743902439,2.134146341,0.9507246377,2.133333333,-1.133333333,0.3783616119
4445114986,4/26/2016,4/26/2016 0:00:00,4/26/2016 6:31:00,4/26/2016 2:17:30,4/26/2016 7:13:30,2,7,353,391,2,353,32,6,100,9.065155807,1.699716714,0.9028132992,2.133333333,-0.1333333333,0.3484868464
4445114986,4/27/2016,4/27/2016 0:00:00,4/27/2016 6:14:00,4/27/2016 3:48:00,4/27/2016 10:01:00,3,10,332,374,1,332,37,5,100,11.14457831,1.506024096,0.8877005348,2.133333333,0.8666666667,0.3386444172
