user_id,activity_hour,activity_date,calories,total_intensity,average_intensity,steps,avg_hr,min_hr,max_hr,total_calories_minute,total_steps_minute,total_intensity_minute,total_mets_minute,minutes_stage1,minutes_stage2,minutes_stage3
1503960366,4/12/2016 23:00:00,4/12/2016,81,21,0,338,,,,81.48139762,338,21,1036,,,
1503960366,4/13/2016 0:00:00,4/13/2016,69,14,0,144,,,,68.74009799,144,14,874,,,
1503960366,4/13/2016 1:00:00,4/13/2016,48,0,0,0,,,,48.1337986,0,0,612,,,
1503960366,4/13/2016 2:00:00,4/13/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/13/2016 3:00:00,4/13/2016,53,4,0,36,,,,52.69549846,36,4,670,46,3,3
1503960366,4/13/2016 4:00:00,4/13/2016,47,0,0,0,,,,47.34729862,0,0,602,60,0,0
1503960366,4/13/2016 5:00:00,4/13/2016,47,0,0,0,,,,47.34729862,0,0,602,60,0,0
1503960366,4/13/2016 6:00:00,4/13/2016,48,0,0,0,,,,47.81919861,0,0,608,56,4,0
1503960366,4/13/2016 7:00:00,4/13/2016,59,8,0,126,,,,58.83019829,126,8,748,51,1,8
1503960366,4/13/2016 8:00:00,4/13/2016,69,12,0,275,,,,68.740098,275,12,874,17,3,1
1503960366,4/13/2016 9:00:00,4/13/2016,136,27,0,1679,,,,135.749897,1679,27,1726,,,
1503960366,4/13/2016 10:00:00,4/13/2016,77,15,0,295,,,,76.60509777,295,15,974,,,
1503960366,4/13/2016 11:00:00,4/13/2016,84,16,0,524,,,,83.52629757,524,16,1062,,,
1503960366,4/13/2016 12:00:00,4/13/2016,82,15,0,486,,,,82.4251976,486,15,1048,,,
1503960366,4/13/2016 13:00:00,4/13/2016,72,10,0,302,,,,72.0433979,302,10,916,,,
1503960366,4/13/2016 14:00:00,4/13/2016,128,46,1,1577,,,,127.6489463,1577,46,1623,,,
1503960366,4/13/2016 15:00:00,4/13/2016,79,13,0,493,,,,79.43649768,493,13,1010,,,
1503960366,4/13/2016 16:00:00,4/13/2016,71,10,0,299,,,,71.25689792,299,10,906,,,
1503960366,4/13/2016 17:00:00,4/13/2016,87,23,0,695,,,,87.14419746,695,23,1108,,,
1503960366,4/13/2016 18:00:00,4/13/2016,118,25,0,1343,,,,118.2895966,1343,25,1504,,,
1503960366,4/13/2016 19:00:00,4/13/2016,73,13,0,258,,,,72.51529789,258,13,922,,,
1503960366,4/13/2016 20:00:00,4/13/2016,47,0,0,0,,,,47.18999863,0,0,600,50,0,0
1503960366,4/13/2016 21:00:00,4/13/2016,48,0,0,0,,,,47.81919861,0,0,608,44,0,0
1503960366,4/13/2016 22:00:00,4/13/2016,74,11,0,437,,,,74.08829784,437,11,942,,,
1503960366,4/13/2016 23:00:00,4/13/2016,135,56,1,1766,,,,135.2779961,1766,56,1720,,,
1503960366,4/14/2016 0:00:00,4/14/2016,56,4,0,81,,,,56.31339836,81,4,716,,,
1503960366,4/14/2016 1:00:00,4/14/2016,54,3,0,58,,,,53.79659843,58,3,684,,,
1503960366,4/14/2016 2:00:00,4/14/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/14/2016 3:00:00,4/14/2016,47,0,0,0,,,,47.34729862,0,0,602,,,
1503960366,4/14/2016 4:00:00,4/14/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/14/2016 5:00:00,4/14/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/14/2016 6:00:00,4/14/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/14/2016 7:00:00,4/14/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/14/2016 8:00:00,4/14/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/14/2016 9:00:00,4/14/2016,93,14,0,902,,,,92.96429729,902,14,1182,,,
1503960366,4/14/2016 10:00:00,4/14/2016,109,23,0,1106,,,,109.4807968,1106,23,1392,,,
1503960366,4/14/2016 11:00:00,4/14/2016,64,7,0,50,,,,63.70649814,50,7,810,,,
1503960366,4/14/2016 12:00:00,4/14/2016,85,18,0,501,,,,84.62739753,501,18,1076,,,
1503960366,4/14/2016 13:00:00,4/14/2016,137,54,1,1779,,,,137.008296,1779,54,1742,,,
1503960366,4/14/2016 14:00:00,4/14/2016,113,22,0,1228,,,,113.4132967,1228,22,1442,,,
1503960366,4/14/2016 15:00:00,4/14/2016,66,7,0,139,,,,65.90869808,139,7,838,,,
1503960366,4/14/2016 16:00:00,4/14/2016,88,25,0,408,,,,87.61609745,408,25,1114,,,
1503960366,4/14/2016 17:00:00,4/14/2016,61,5,0,37,,,,60.56049823,37,5,770,,,
1503960366,4/14/2016 18:00:00,4/14/2016,72,12,0,322,,,,72.0433979,322,12,916,,,
1503960366,4/14/2016 19:00:00,4/14/2016,55,1,0,11,,,,55.21229839,11,1,702,,,
1503960366,4/14/2016 20:00:00,4/14/2016,91,24,0,806,,,,91.39129734,806,24,1162,,,
1503960366,4/14/2016 21:00:00,4/14/2016,174,57,1,2670,,,,173.5805449,2670,57,2207,,,
1503960366,4/14/2016 22:00:00,4/14/2016,79,17,0,362,,,,78.9645977,362,17,1004,,,
1503960366,4/14/2016 23:00:00,4/14/2016,50,0,0,0,,,,49.54949856,0,0,630,,,
1503960366,4/15/2016 0:00:00,4/15/2016,60,6,0,83,,,,60.08859825,83,6,764,,,
1503960366,4/15/2016 1:00:00,4/15/2016,58,5,0,75,,,,57.88639831,75,5,736,,,
1503960366,4/15/2016 2:00:00,4/15/2016,59,7,0,124,,,,58.83019829,124,7,748,0,0,1
1503960366,4/15/2016 3:00:00,4/15/2016,47,0,0,0,,,,47.18999863,0,0,600,57,1,2
1503960366,4/15/2016 4:00:00,4/15/2016,47,0,0,0,,,,47.34729862,0,0,602,60,0,0
1503960366,4/15/2016 5:00:00,4/15/2016,49,1,0,26,,,,49.07759857,26,1,624,58,2,0
1503960366,4/15/2016 6:00:00,4/15/2016,47,0,0,0,,,,47.18999863,0,0,600,60,0,0
1503960366,4/15/2016 7:00:00,4/15/2016,49,1,0,7,,,,48.76299858,7,1,620,55,4,1
1503960366,4/15/2016 8:00:00,4/15/2016,54,5,0,55,,,,53.63929844,55,5,682,48,8,4
1503960366,4/15/2016 9:00:00,4/15/2016,50,2,0,21,,,,50.02139854,21,2,636,55,5,0
1503960366,4/15/2016 10:00:00,4/15/2016,63,8,0,154,,,,63.07729816,154,8,802,19,2,0
1503960366,4/15/2016 11:00:00,4/15/2016,84,23,0,425,,,,84.47009754,425,23,1074,,,
1503960366,4/15/2016 12:00:00,4/15/2016,74,13,0,270,,,,73.61639786,270,13,936,,,
1503960366,4/15/2016 13:00:00,4/15/2016,67,9,0,373,,,,66.85249805,373,9,850,,,
1503960366,4/15/2016 14:00:00,4/15/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/15/2016 15:00:00,4/15/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/15/2016 16:00:00,4/15/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/15/2016 17:00:00,4/15/2016,140,47,1,1774,,,,139.8396959,1774,47,1778,,,
1503960366,4/15/2016 18:00:00,4/15/2016,87,22,0,509,,,,87.30149745,509,22,1110,,,
1503960366,4/15/2016 19:00:00,4/15/2016,97,32,1,519,,,,96.58219718,519,32,1228,,,
1503960366,4/15/2016 20:00:00,4/15/2016,64,8,0,77,,,,64.33569812,77,8,818,,,
1503960366,4/15/2016 21:00:00,4/15/2016,75,14,0,280,,,,74.71749782,280,14,950,,,
1503960366,4/15/2016 22:00:00,4/15/2016,151,66,1,2145,,,,151.1652956,2145,66,1922,,,
1503960366,4/15/2016 23:00:00,4/15/2016,182,95,2,2768,,,,181.6814947,2768,95,2310,,,
1503960366,4/16/2016 0:00:00,4/16/2016,77,15,0,459,,,,77.23429775,459,15,982,,,
1503960366,4/16/2016 1:00:00,4/16/2016,48,0,0,0,,,,47.50459862,0,0,604,,,
1503960366,4/16/2016 2:00:00,4/16/2016,52,3,0,63,,,,52.38089847,63,3,666,46,0,3
1503960366,4/16/2016 3:00:00,4/16/2016,48,1,0,6,,,,48.44839859,6,1,616,56,4,0
1503960366,4/16/2016 4:00:00,4/16/2016,49,1,0,6,,,,48.76299858,6,1,620,55,5,0
1503960366,4/16/2016 5:00:00,4/16/2016,49,1,0,12,,,,48.76299858,12,1,620,58,2,0
1503960366,4/16/2016 6:00:00,4/16/2016,48,0,0,0,,,,47.66189861,0,0,606,55,5,0
1503960366,4/16/2016 7:00:00,4/16/2016,54,4,0,101,,,,54.42579842,101,4,692,54,2,2
1503960366,4/16/2016 8:00:00,4/16/2016,62,9,0,175,,,,61.8188982,175,9,786,16,1,3
1503960366,4/16/2016 9:00:00,4/16/2016,124,38,1,1181,,,,123.7164464,1181,38,1573,,,
1503960366,4/16/2016 10:00:00,4/16/2016,110,14,0,1295,,,,110.4245973,1295,14,1404,,,
1503960366,4/16/2016 11:00:00,4/16/2016,147,30,1,2043,,,,146.8395457,2043,30,1867,,,
1503960366,4/16/2016 12:00:00,4/16/2016,119,42,1,1513,,,,118.5255465,1513,42,1507,,,
1503960366,4/16/2016 13:00:00,4/16/2016,214,90,2,3616,,,,213.6920438,3616,90,2717,,,
1503960366,4/16/2016 14:00:00,4/16/2016,82,20,0,580,,,,81.63869762,580,20,1038,,,
1503960366,4/16/2016 15:00:00,4/16/2016,51,0,0,0,,,,50.96519852,0,0,648,,,
1503960366,4/16/2016 16:00:00,4/16/2016,54,2,0,15,,,,53.79659843,15,2,684,,,
1503960366,4/16/2016 17:00:00,4/16/2016,79,17,0,380,,,,78.8072977,380,17,1002,,,
1503960366,4/16/2016 18:00:00,4/16/2016,65,10,0,96,,,,64.9648981,96,10,826,,,
1503960366,4/16/2016 19:00:00,4/16/2016,67,12,0,146,,,,66.69519805,146,12,848,,,
1503960366,4/16/2016 20:00:00,4/16/2016,81,19,0,385,,,,81.00949764,385,19,1030,,,
1503960366,4/16/2016 21:00:00,4/16/2016,75,13,0,463,,,,74.56019783,463,13,948,,,
1503960366,4/16/2016 22:00:00,4/16/2016,55,3,0,42,,,,54.8976984,42,3,698,,,
1503960366,4/16/2016 23:00:00,4/16/2016,56,5,0,92,,,,55.99879837,92,5,712,32,1,0
1503960366,4/17/2016 0:00:00,4/17/2016,47,0,0,0,,,,47.18999863,0,0,600,60,0,0
1503960366,4/17/2016 1:00:00,4/17/2016,48,0,0,0,,,,47.50459862,0,0,604,59,1,0
1503960366,4/17/2016 2:00:00,4/17/2016,47,0,0,0,,,,47.18999863,0,0,600,60,0,0
1503960366,4/17/2016 3:00:00,4/17/2016,49,1,0,8,,,,48.92029858,8,1,622,59,1,0
1503960366,4/17/2016 4:00:00,4/17/2016,48,0,0,0,,,,47.50459862,0,0,604,59,1,0
1503960366,4/17/2016 5:00:00,4/17/2016,48,0,0,0,,,,47.50459862,0,0,604,59,1,0
1503960366,4/17/2016 6:00:00,4/17/2016,48,0,0,0,,,,47.50459862,0,0,604,60,0,0
1503960366,4/17/2016 7:00:00,4/17/2016,48,0,0,0,,,,47.50459862,0,0,604,59,1,0
1503960366,4/17/2016 8:00:00,4/17/2016,48,0,0,0,,,,47.50459862,0,0,604,60,0,0
1503960366,4/17/2016 9:00:00,4/17/2016,48,0,0,0,,,,47.66189861,0,0,606,56,4,0
1503960366,4/17/2016 10:00:00,4/17/2016,47,0,0,0,,,,47.34729862,0,0,602,60,0,0
1503960366,4/17/2016 11:00:00,4/17/2016,63,9,0,84,,,,63.23459816,84,9,804,17,2,0
1503960366,4/17/2016 12:00:00,4/17/2016,76,18,0,260,,,,75.66129779,260,18,962,,,
1503960366,4/17/2016 13:00:00,4/17/2016,83,23,0,402,,,,83.36899757,402,23,1060,,,
1503960366,4/17/2016 14:00:00,4/17/2016,69,10,0,252,,,,68.740098,252,10,874,,,
1503960366,4/17/2016 15:00:00,4/17/2016,73,13,0,191,,,,72.67259788,191,13,924,,,
1503960366,4/17/2016 16:00:00,4/17/2016,57,2,0,13,,,,56.94259834,13,2,724,,,
1503960366,4/17/2016 17:00:00,4/17/2016,174,71,1,2613,,,,174.2883949,2613,71,2216,,,
1503960366,4/17/2016 18:00:00,4/17/2016,136,39,1,1616,,,,135.828546,1616,39,1727,,,
1503960366,4/17/2016 19:00:00,4/17/2016,95,24,0,754,,,,95.48109722,754,24,1214,,,
1503960366,4/17/2016 20:00:00,4/17/2016,191,87,1,2955,,,,191.3554444,2955,87,2433,,,
1503960366,4/17/2016 21:00:00,4/17/2016,79,16,0,487,,,,78.8072977,487,16,1002,,,
1503960366,4/17/2016 22:00:00,4/17/2016,58,5,0,70,,,,57.88639831,70,5,736,,,
1503960366,4/17/2016 23:00:00,4/17/2016,50,0,0,0,,,,50.49329853,0,0,642,,,
1503960366,4/18/2016 0:00:00,4/18/2016,82,21,0,416,,,,82.4251976,416,21,1048,,,
1503960366,4/18/2016 1:00:00,4/18/2016,48,0,0,0,,,,48.44839859,0,0,616,,,
1503960366,4/18/2016 2:00:00,4/18/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/18/2016 3:00:00,4/18/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/18/2016 4:00:00,4/18/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/18/2016 5:00:00,4/18/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/18/2016 6:00:00,4/18/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/18/2016 7:00:00,4/18/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/18/2016 8:00:00,4/18/2016,47,0,0,0,,,,47.34729862,0,0,602,,,
1503960366,4/18/2016 9:00:00,4/18/2016,133,39,1,1688,,,,132.9184966,1688,39,1690,,,
1503960366,4/18/2016 10:00:00,4/18/2016,81,17,0,380,,,,80.85219764,380,17,1028,,,
1503960366,4/18/2016 11:00:00,4/18/2016,73,15,0,328,,,,72.82989788,328,15,926,,,
1503960366,4/18/2016 12:00:00,4/18/2016,118,40,1,1306,,,,118.3682466,1306,40,1505,,,
1503960366,4/18/2016 13:00:00,4/18/2016,70,9,0,268,,,,69.84119796,268,9,888,,,
1503960366,4/18/2016 14:00:00,4/18/2016,64,7,0,137,,,,64.17839813,137,7,816,,,
1503960366,4/18/2016 15:00:00,4/18/2016,80,14,0,495,,,,80.06569767,495,14,1018,,,
1503960366,4/18/2016 16:00:00,4/18/2016,78,17,0,277,,,,78.17809772,277,17,994,,,
1503960366,4/18/2016 17:00:00,4/18/2016,79,18,0,304,,,,78.9645977,304,18,1004,,,
1503960366,4/18/2016 18:00:00,4/18/2016,234,114,2,4074,,,,234.2196932,4074,114,2978,,,
1503960366,4/18/2016 19:00:00,4/18/2016,157,30,1,2101,,,,156.5134954,2101,30,1990,,,
1503960366,4/18/2016 20:00:00,4/18/2016,57,2,0,28,,,,56.62799835,28,2,720,,,
1503960366,4/18/2016 21:00:00,4/18/2016,68,11,0,187,,,,67.63899803,187,11,860,,,
1503960366,4/18/2016 22:00:00,4/18/2016,86,19,0,542,,,,86.04309749,542,19,1094,,,
1503960366,4/18/2016 23:00:00,4/18/2016,83,18,0,488,,,,83.05439758,488,18,1056,,,
1503960366,4/19/2016 0:00:00,4/19/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/19/2016 1:00:00,4/19/2016,49,1,0,22,,,,49.23489857,22,1,626,,,
1503960366,4/19/2016 2:00:00,4/19/2016,47,0,0,0,,,,47.34729862,0,0,602,54,0,0
1503960366,4/19/2016 3:00:00,4/19/2016,50,2,0,9,,,,49.70679855,9,2,632,55,5,0
1503960366,4/19/2016 4:00:00,4/19/2016,47,0,0,0,,,,47.34729862,0,0,602,60,0,0
1503960366,4/19/2016 5:00:00,4/19/2016,47,0,0,0,,,,47.34729862,0,0,602,60,0,0
1503960366,4/19/2016 6:00:00,4/19/2016,49,1,0,7,,,,48.92029858,7,1,622,57,3,0
1503960366,4/19/2016 7:00:00,4/19/2016,75,19,0,316,,,,75.03209781,316,19,954,18,8,0
1503960366,4/19/2016 8:00:00,4/19/2016,130,38,1,1656,,,,129.9297967,1656,38,1652,,,
1503960366,4/19/2016 9:00:00,4/19/2016,79,16,0,367,,,,79.12189769,367,16,1006,,,
1503960366,4/19/2016 10:00:00,4/19/2016,75,16,0,203,,,,74.56019782,203,16,948,,,
1503960366,4/19/2016 11:00:00,4/19/2016,72,13,0,194,,,,72.0433979,194,13,916,,,
1503960366,4/19/2016 12:00:00,4/19/2016,143,61,1,1887,,,,142.5137958,1887,61,1812,,,
1503960366,4/19/2016 13:00:00,4/19/2016,171,65,1,2697,,,,170.670495,2697,65,2170,,,
1503960366,4/19/2016 14:00:00,4/19/2016,76,12,0,409,,,,76.44779777,409,12,972,,,
1503960366,4/19/2016 15:00:00,4/19/2016,72,12,0,299,,,,72.2006979,299,12,918,,,
1503960366,4/19/2016 16:00:00,4/19/2016,71,9,0,297,,,,70.94229793,297,9,902,,,
1503960366,4/19/2016 17:00:00,4/19/2016,90,13,0,732,,,,90.44749784,732,13,1150,,,
1503960366,4/19/2016 18:00:00,4/19/2016,120,30,1,1280,,,,119.6266465,1280,30,1521,,,
1503960366,4/19/2016 19:00:00,4/19/2016,93,31,1,397,,,,93.27889728,397,31,1186,,,
1503960366,4/19/2016 20:00:00,4/19/2016,159,69,1,2487,,,,159.3448954,2487,69,2026,,,
1503960366,4/19/2016 21:00:00,4/19/2016,94,16,0,826,,,,94.37999725,826,16,1200,,,
1503960366,4/19/2016 22:00:00,4/19/2016,58,4,0,52,,,,57.88639831,52,4,736,,,
1503960366,4/19/2016 23:00:00,4/19/2016,120,48,1,1369,,,,120.1771965,1369,48,1528,,,
1503960366,4/20/2016 0:00:00,4/20/2016,54,2,0,16,,,,53.79659843,16,2,684,,,
1503960366,4/20/2016 1:00:00,4/20/2016,53,2,0,36,,,,53.01009846,36,2,674,,,
1503960366,4/20/2016 2:00:00,4/20/2016,47,0,0,0,,,,47.18999863,0,0,600,59,0,0
1503960366,4/20/2016 3:00:00,4/20/2016,48,0,0,0,,,,47.66189861,0,0,606,59,1,0
1503960366,4/20/2016 4:00:00,4/20/2016,48,0,0,0,,,,47.66189861,0,0,606,57,3,0
1503960366,4/20/2016 5:00:00,4/20/2016,47,0,0,0,,,,47.34729862,0,0,602,59,1,0
1503960366,4/20/2016 6:00:00,4/20/2016,48,0,0,0,,,,47.50459862,0,0,604,60,0,0
1503960366,4/20/2016 7:00:00,4/20/2016,51,3,0,29,,,,51.4370985,29,3,654,48,9,3
1503960366,4/20/2016 8:00:00,4/20/2016,70,14,0,264,,,,70.15579795,264,14,892,18,0,0
1503960366,4/20/2016 9:00:00,4/20/2016,144,50,1,1993,,,,143.9294958,1993,50,1830,,,
1503960366,4/20/2016 10:00:00,4/20/2016,79,13,0,459,,,,79.27919769,459,13,1008,,,
1503960366,4/20/2016 11:00:00,4/20/2016,58,1,0,65,,,,57.88639831,65,1,736,,,
1503960366,4/20/2016 12:00:00,4/20/2016,64,8,0,185,,,,64.17839813,185,8,816,,,
1503960366,4/20/2016 13:00:00,4/20/2016,61,5,0,64,,,,61.34699821,64,5,780,,,
1503960366,4/20/2016 14:00:00,4/20/2016,113,39,1,1270,,,,113.2559967,1270,39,1440,,,
1503960366,4/20/2016 15:00:00,4/20/2016,97,21,0,797,,,,96.58219719,797,21,1228,,,
1503960366,4/20/2016 16:00:00,4/20/2016,70,11,0,261,,,,70.47039795,261,11,896,,,
1503960366,4/20/2016 17:00:00,4/20/2016,57,2,0,13,,,,57.41449833,13,2,730,,,
1503960366,4/20/2016 18:00:00,4/20/2016,114,32,1,1308,,,,113.8851967,1308,32,1448,,,
1503960366,4/20/2016 19:00:00,4/20/2016,117,36,1,1558,,,,117.3457966,1558,36,1492,,,
1503960366,4/20/2016 20:00:00,4/20/2016,80,12,0,499,,,,80.38029766,499,12,1022,,,
1503960366,4/20/2016 21:00:00,4/20/2016,83,22,0,395,,,,83.36899757,395,22,1060,,,
1503960366,4/20/2016 22:00:00,4/20/2016,62,7,0,77,,,,61.8188982,77,7,786,,,
1503960366,4/20/2016 23:00:00,4/20/2016,120,33,1,1255,,,,119.7052965,1255,33,1522,,,
1503960366,4/21/2016 0:00:00,4/21/2016,54,2,0,17,,,,53.79659843,17,2,684,,,
1503960366,4/21/2016 1:00:00,4/21/2016,61,8,0,129,,,,61.03239822,129,8,776,,,
1503960366,4/21/2016 2:00:00,4/21/2016,55,5,0,81,,,,55.0549984,81,5,700,22,5,1
1503960366,4/21/2016 3:00:00,4/21/2016,48,0,0,0,,,,47.50459862,0,0,604,55,5,0
1503960366,4/21/2016 4:00:00,4/21/2016,47,0,0,0,,,,47.18999863,0,0,600,60,0,0
1503960366,4/21/2016 5:00:00,4/21/2016,47,0,0,0,,,,47.34729862,0,0,602,60,0,0
1503960366,4/21/2016 6:00:00,4/21/2016,48,0,0,0,,,,47.66189861,0,0,606,57,3,0
1503960366,4/21/2016 7:00:00,4/21/2016,52,3,0,38,,,,51.5943985,38,3,656,45,13,2
1503960366,4/21/2016 8:00:00,4/21/2016,71,15,0,245,,,,70.62769794,245,15,898,26,10,0
1503960366,4/21/2016 9:00:00,4/21/2016,133,26,0,1672,,,,133.4690466,1672,26,1697,,,
1503960366,4/21/2016 10:00:00,4/21/2016,77,16,0,255,,,,76.60509777,255,16,974,,,
1503960366,4/21/2016 11:00:00,4/21/2016,55,0,0,0,,,,55.21229839,0,0,702,,,
1503960366,4/21/2016 12:00:00,4/21/2016,73,11,0,384,,,,72.51529789,384,11,922,,,
1503960366,4/21/2016 13:00:00,4/21/2016,113,25,0,1140,,,,113.2559967,1140,25,1440,,,
1503960366,4/21/2016 14:00:00,4/21/2016,58,2,0,12,,,,57.88639831,12,2,736,,,
1503960366,4/21/2016 15:00:00,4/21/2016,68,8,0,213,,,,67.95359802,213,8,864,,,
1503960366,4/21/2016 16:00:00,4/21/2016,60,4,0,26,,,,60.24589824,26,4,766,,,
1503960366,4/21/2016 17:00:00,4/21/2016,60,5,0,96,,,,60.24589824,96,5,766,,,
1503960366,4/21/2016 18:00:00,4/21/2016,69,9,0,213,,,,68.582798,213,9,872,,,
1503960366,4/21/2016 19:00:00,4/21/2016,64,8,0,100,,,,64.33569813,100,8,818,,,
1503960366,4/21/2016 20:00:00,4/21/2016,213,92,2,3541,,,,213.0628438,3541,92,2709,,,
1503960366,4/21/2016 21:00:00,4/21/2016,104,21,0,970,,,,104.053947,970,21,1323,,,
1503960366,4/21/2016 22:00:00,4/21/2016,63,9,0,89,,,,62.76269817,89,9,798,,,
1503960366,4/21/2016 23:00:00,4/21/2016,84,15,0,598,,,,83.68359756,598,15,1064,,,
1503960366,4/22/2016 0:00:00,4/22/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/22/2016 1:00:00,4/22/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/22/2016 2:00:00,4/22/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/22/2016 3:00:00,4/22/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/22/2016 4:00:00,4/22/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/22/2016 5:00:00,4/22/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/22/2016 6:00:00,4/22/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/22/2016 7:00:00,4/22/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/22/2016 8:00:00,4/22/2016,47,0,0,0,,,,47.18999863,0,0,600,,,
1503960366,4/22/2016 9:00:00,4/22/2016,65,13,0,192,,,,65.1221981,192,13,828,,,
1503960366,4/22/2016 10:00:00,4/22/2016,54,2,0,29,,,,54.42579841,29,2,692,,,
1503960366,4/22/2016 11:00:00,4/22/2016,102,34,1,958,,,,101.615797,958,34,1292,,,
1503960366,4/22/2016 12:00:00,4/22/2016,57,2,0,38,,,,57.41449833,38,2,730,,,
1503960366,4/22/2016 13:00:00,4/22/2016,60,4,0,118,,,,59.61669826,118,4,758,,,
1503960366,4/22/2016 14:00:00,4/22/2016,54,0,0,0,,,,54.26849842,0,0,690,,,
1503960366,4/22/2016 15:00:00,4/22/2016,66,10,0,180,,,,65.75139808,180,10,836,,,
1503960366,4/22/2016 16:00:00,4/22/2016,58,4,0,22,,,,57.88639831,22,4,736,,,
1503960366,4/22/2016 17:00:00,4/22/2016,104,18,0,1041,,,,103.975297,1041,18,1322,,,
1503960366,4/22/2016 18:00:00,4/22/2016,87,23,0,514,,,,87.45879745,514,23,1112,,,
1503960366,4/22/2016 19:00:00,4/22/2016,82,16,0,629,,,,82.11059761,629,16,1044,,,
1503960366,4/22/2016 20:00:00,4/22/2016,71,13,0,329,,,,71.41419792,329,13,908,,,
1503960366,4/22/2016 21:00:00,4/22/2016,311,159,3,5934,,,,310.510191,5934,159,3948,,,
1503960366,4/22/2016 22:00:00,4/22/2016,95,30,1,855,,,,95.32379722,855,30,1212,,,
